Time,Subsystem #1|CTLs|Vars|IsqA8,Subsystem #1|CTLs|Vars|Isqerr8,Subsystem #1|CTLs|Vars|Isqrefongrid8,Subsystem #1|CTLs|Vars|Qerr8,Subsystem #1|CTLs|Vars|uqA8
0.0,-0.019607851962358685,-0.0001734145831466051,-0.021294701644846543,4.3702339566166244e-05,0.014316641347656506
5.459785751889924e-05,-0.02193623294857459,-0.00017629293106366577,-0.02111970463886953,3.3194931839655644e-05,0.015268640035752361
0.00010535833461530347,-0.022676403454993287,-0.00016929000106044354,-0.019363589142839494,2.2151141578547326e-05,0.014728207886299504
0.00014019713686985204,-0.02243513479440919,-0.0001443876563068604,-0.020649049306264704,1.402154921671761e-05,0.0149223053969778
0.00019551771009158062,-0.022374192133538983,-0.0001403140746910532,-0.02136630374570478,4.661511635854702e-06,0.013987798341639745
0.000223128206891315,-0.021536382494015842,-0.00012727250632548276,-0.01919260189922198,-6.125484747772805e-06,0.015068243049821595
0.00029428964955057044,-0.022755667927074206,-0.00012124514125899727,-0.02113236773100554,-1.5196483776988694e-05,0.01414973683147929
0.0003649125504956291,-0.021215501967531143,-0.00011379364613695679,-0.02132117031807287,-2.6841221084520346e-05,0.014977025377843404
0.000412358926626592,-0.02058580456083842,-9.008584096584192e-05,-0.023716466539104336,-3.686650272055812e-05,0.01365280141661154
0.00045802492585462416,-0.020641747703338334,-7.905418485618406e-05,-0.022369630427611333,-4.538576641617825e-05,0.014561391460102912
0.0005188826214054586,-0.020821529373146106,-7.602876764370575e-05,-0.02077310219693306,-5.687876957659502e-05,0.015198040915844903
0.000505134410399131,-0.020942104896059095,-6.067415175743466e-05,-0.020496226721464613,-6.726429060151782e-05,0.01562072901237414
0.0005727710938585172,-0.019370079725884004,-4.5905389032302014e-05,-0.019774313468910305,-7.954864016961764e-05,0.014055241802426318
0.0006262795853272771,-0.020595525582054946,-3.4925011130695556e-05,-0.022931863641495163,-8.653923555636694e-05,0.014154906203467273
0.0006361551809253947,-0.02197380315283142,-2.3261573700487805e-05,-0.020581692023832504,-9.868372960875079e-05,0.015119772563488268
0.0007311115350933743,-0.02236678249172773,-1.3766902109343743e-05,-0.02160394979158383,-0.0001115425147892892,0.015741521698238614
0.0008425042601463231,-0.019584325850729237,-1.0619227434697647e-06,-0.022012277377426438,-0.00010700085141166408,0.01472413111125353
0.0008711995680127298,-0.019836227851770253,9.841982919267784e-06,-0.020106200483143107,-0.00013470521648553495,0.01447140455176672
0.0009028182747046539,-0.022087794712709774,2.1606113997485215e-05,-0.023489549321863645,-0.00013398525221968466,0.015388213636706867
0.0009467943915427079,-0.02184295826724896,3.2780573082285106e-05,-0.022107895323847028,-0.00013912970587167517,0.014200760680968203
0.0009976111315829071,-0.020165510940783105,4.688137072731842e-05,-0.021706639689713262,-0.00015626294335720095,0.013961923118029507
0.0010497329780795816,-0.01990802496062138,5.448293566360337e-05,-0.020241121200289335,-0.00016041711058618644,0.013247037530230989
0.0011512559174408812,-0.022066173757100165,7.32350196435689e-05,-0.021515393055452293,-0.0001619640549624156,0.01316817679329438
0.001042801357878978,-0.02096309605057303,8.202417941912298e-05,-0.021468823733340837,-0.0001796176603723943,0.013947447947960195
0.0011917205537229794,-0.02041086995505157,9.184814920184336e-05,-0.021533889123038667,-0.00019622985587751732,0.014493463947209174
0.001245942922793613,-0.02072342980637706,0.0001059169115602349,-0.021173450877544683,-0.00019682413576352045,0.015182106020948802
0.0012914987842699483,-0.021881372843250643,0.00010980188590822849,-0.021752797154888707,-0.00018954117396299757,0.015552648430921594
0.0012593913887902512,-0.021154845261902016,0.0001226322008017252,-0.022709112135630215,-0.0002166337785255202,0.014799550906322193
