Epoch,Time (seconds)
1000,14.422791242599487
2000,29.323922872543335
3000,44.072948694229126
4000,59.2933554649353
5000,76.11312532424927
6000,92.91749548912048
7000,107.49770879745483
8000,121.64624810218811
9000,137.41036701202393
10000,154.17602634429932
11000,168.38865327835083
12000,183.2065839767456
13000,198.7997763156891
14000,214.61488032341003
15000,230.33128595352173
16000,246.8262758255005
17000,262.17339754104614
18000,278.2996709346771
19000,292.23133850097656
20000,307.5104012489319
21000,322.0775640010834
22000,336.8790578842163
23000,352.1194541454315
24000,366.54815649986267
25000,383.3244345188141
26000,397.9946320056915
27000,412.2603180408478
28000,428.2427580356598
29000,444.92254734039307
30000,459.24169635772705
31000,475.7608108520508
32000,492.31228971481323
33000,508.21197533607483
34000,524.6623220443726
35000,539.4838907718658
36000,554.0355794429779
37000,569.266095161438
38000,583.7313377857208
39000,599.1487097740173
40000,615.0103154182434
41000,633.0332450866699
42000,649.5045471191406
43000,666.7757935523987
44000,683.7890224456787
45000,701.1514384746552
46000,718.5618767738342
47000,735.3063955307007
48000,751.9945907592773
49000,768.6853275299072
50000,784.6892251968384
51000,800.8678760528564
52000,817.8358716964722
53000,834.2720255851746
54000,851.1601886749268
55000,866.5298068523407
56000,884.0593163967133
57000,901.5619103908539
58000,918.2969174385071
59000,933.2213976383209
60000,949.1805024147034
61000,966.068187713623
62000,983.1067614555359
63000,1000.3191492557526
64000,1016.2688167095184
65000,1033.350533246994
66000,1050.838309288025
67000,1068.0965554714203
68000,1084.964371919632
69000,1101.3580980300903
70000,1117.9236736297607
71000,1135.1424221992493
72000,1151.728083372116
73000,1168.5189332962036
74000,1185.9515388011932
75000,1202.1176488399506
76000,1219.346261024475
77000,1235.487044095993
78000,1251.1576573848724
79000,1267.2190644741058
80000,1283.4419581890106
81000,1299.144386768341
82000,1314.6121942996979
83000,1331.8193399906158
84000,1347.7469494342804
85000,1362.3721075057983
86000,1376.2837319374084
87000,1392.6416335105896
88000,1409.1556169986725
89000,1426.444485425949
90000,1443.2642617225647
91000,1458.1258301734924
92000,1473.948668718338
93000,1489.6300566196442
94000,1505.5662479400635
95000,1522.4597494602203
96000,1538.436104297638
97000,1554.2702221870422
98000,1571.63347864151
99000,1587.683518409729
100000,1602.60986328125
101000,1618.9653000831604
102000,1634.4673626422882
103000,1649.2100944519043
104000,1664.3733253479004
105000,1681.4624557495117
106000,1697.1888694763184
107000,1713.2857298851013
108000,1728.4461228847504
109000,1744.0707874298096
110000,1758.6354811191559
111000,1774.1930541992188
112000,1789.3650476932526
113000,1806.2994458675385
114000,1822.4084062576294
115000,1837.8625316619873
116000,1853.9847598075867
117000,1869.78236079216
118000,1885.540365934372
119000,1901.3658955097198
120000,1916.5024244785309
121000,1933.2785789966583
122000,1950.2888412475586
123000,1967.6149661540985
124000,1983.4552533626556
125000,1999.476538181305
126000,2016.9114301204681
127000,2033.6299607753754
128000,2050.8159730434418
129000,2066.175135374069
130000,2082.4032237529755
131000,2098.250886440277
132000,2114.9151792526245
133000,2130.1776778697968
134000,2145.7837789058685
135000,2162.2120304107666
136000,2178.3210973739624
137000,2195.921148300171
138000,2212.163470029831
139000,2229.2291626930237
140000,2245.6625220775604
141000,2262.7206230163574
142000,2280.7332978248596
143000,2297.723368883133
144000,2314.640588760376
145000,2331.5827853679657
146000,2348.706340074539
147000,2366.43265914917
148000,2384.6831283569336
149000,2401.2764544487
150000,2419.171385526657
151000,2436.281581878662
152000,2452.253323316574
153000,2468.635596036911
154000,2485.106669664383
155000,2501.5277750492096
156000,2516.787145614624
157000,2534.0864367485046
158000,2551.823112487793
159000,2569.1239783763885
160000,2585.744104862213
161000,2603.6636533737183
162000,2619.9799242019653
163000,2637.275307416916
164000,2653.052140712738
165000,2670.0025498867035
166000,2686.931280374527
167000,2704.818094968796
168000,2722.581612586975
169000,2740.920754432678
170000,2757.9108357429504
171000,2775.5344858169556
172000,2792.4541857242584
173000,2807.364973306656
174000,2825.09432554245
175000,2842.9434888362885
176000,2860.5751206874847
177000,2876.3528299331665
178000,2892.4885392189026
179000,2908.9849750995636
180000,2926.730242729187
181000,2944.6369857788086
182000,2962.4187819957733
183000,2980.6662635803223
184000,2997.372265815735
185000,3015.5305376052856
186000,3033.4603259563446
187000,3051.617432832718
188000,3069.5270326137543
189000,3087.6292202472687
190000,3104.415027141571
191000,3120.6493422985077
192000,3136.451826810837
193000,3153.101257801056
194000,3170.6707150936127
195000,3187.3337666988373
196000,3205.705218553543
197000,3223.950954914093
198000,3240.6270518302917
199000,3256.995537042618
200000,3273.984754562378
201000,3290.492129087448
202000,3308.371668100357
203000,3324.5516469478607
204000,3341.332489013672
205000,3358.010396718979
206000,3375.9096446037292
207000,3393.736739873886
208000,3412.13067984581
209000,3427.8019387722015
210000,3444.8333451747894
211000,3462.8971076011658
212000,3480.793116092682
213000,3497.080624103546
214000,3515.3123281002045
215000,3531.7645947933197
216000,3548.595128774643
217000,3566.770667552948
218000,3584.830209493637
219000,3602.4524760246277
220000,3618.9780168533325
221000,3635.485102891922
222000,3651.5910131931305
223000,3669.7234303951263
224000,3687.9107463359833
225000,3704.7488865852356
226000,3722.2859070301056
227000,3738.9936485290527
228000,3756.5030262470245
229000,3772.891686439514
230000,3790.9666845798492
231000,3809.185341835022
232000,3825.9363944530487
233000,3842.3064827919006
234000,3860.126478910446
235000,3877.3571107387543
236000,3895.286856174469
237000,3912.8598942756653
238000,3930.747419118881
239000,3947.2696602344513
240000,3964.934860944748
241000,3981.2542254924774
242000,3999.219684123993
243000,4016.7733056545258
