0 [1.00e+00, 1.00e+00]
1245400 [9.09e-01, 1.30e+01]
1245600 [9.09e-01, 1.30e+01]
1245800 [9.09e-01, 1.30e+01]
1246000 [9.09e-01, 1.30e+01]
1246200 [9.09e-01, 1.30e+01]
1246400 [9.08e-01, 1.30e+01]
1246600 [9.08e-01, 1.30e+01]
1246800 [9.09e-01, 1.30e+01]
1247000 [9.09e-01, 1.30e+01]
1247200 [9.09e-01, 1.30e+01]
1247400 [9.08e-01, 1.30e+01]
1247600 [9.08e-01, 1.30e+01]
1247800 [9.08e-01, 1.30e+01]
1248000 [9.08e-01, 1.30e+01]
1248200 [9.08e-01, 1.30e+01]
1248400 [9.08e-01, 1.30e+01]
1248600 [9.08e-01, 1.30e+01]
1248800 [9.08e-01, 1.30e+01]
1249000 [9.08e-01, 1.30e+01]
1249200 [9.08e-01, 1.30e+01]
1249400 [9.08e-01, 1.30e+01]
1249600 [9.08e-01, 1.30e+01]
1249800 [9.08e-01, 1.30e+01]
1250000 [9.08e-01, 1.30e+01]
1250200 [9.08e-01, 1.30e+01]
1250400 [9.08e-01, 1.30e+01]
1250600 [8.99e-01, 1.29e+01]
1250800 [9.02e-01, 1.29e+01]
1251000 [9.04e-01, 1.29e+01]
1251200 [9.05e-01, 1.29e+01]
1251400 [9.05e-01, 1.29e+01]
1251600 [9.05e-01, 1.29e+01]
1251800 [9.06e-01, 1.29e+01]
1252000 [9.06e-01, 1.29e+01]
1252200 [9.06e-01, 1.29e+01]
1252400 [9.06e-01, 1.29e+01]
1252600 [9.06e-01, 1.29e+01]
1252800 [9.06e-01, 1.29e+01]
1253000 [9.06e-01, 1.29e+01]
1253200 [9.07e-01, 1.29e+01]
1253400 [9.07e-01, 1.29e+01]
1253600 [9.07e-01, 1.29e+01]
1253800 [9.07e-01, 1.29e+01]
1254000 [9.07e-01, 1.29e+01]
1254200 [9.07e-01, 1.29e+01]
1254400 [9.07e-01, 1.29e+01]
1254600 [9.07e-01, 1.29e+01]
1254800 [9.07e-01, 1.29e+01]
1255000 [9.07e-01, 1.29e+01]
1255200 [9.07e-01, 1.29e+01]
1255400 [9.07e-01, 1.29e+01]
1255600 [9.07e-01, 1.29e+01]
1255800 [9.07e-01, 1.29e+01]
1256000 [9.07e-01, 1.29e+01]
1256200 [9.07e-01, 1.29e+01]
1256400 [9.07e-01, 1.29e+01]
1256600 [9.07e-01, 1.29e+01]
1256800 [9.07e-01, 1.29e+01]
1257000 [9.07e-01, 1.29e+01]
1257200 [9.07e-01, 1.29e+01]
1257400 [9.07e-01, 1.29e+01]
1257600 [9.07e-01, 1.29e+01]
1257800 [9.05e-01, 1.29e+01]
1258000 [9.06e-01, 1.28e+01]
1258200 [9.07e-01, 1.28e+01]
1258400 [9.06e-01, 1.28e+01]
1258600 [9.06e-01, 1.28e+01]
1258800 [9.07e-01, 1.28e+01]
1259000 [9.06e-01, 1.28e+01]
1259200 [9.06e-01, 1.28e+01]
1259400 [9.06e-01, 1.28e+01]
1259600 [9.06e-01, 1.28e+01]
1259800 [9.06e-01, 1.28e+01]
1260000 [9.06e-01, 1.28e+01]
1260200 [9.06e-01, 1.28e+01]
1260400 [9.06e-01, 1.28e+01]
1260600 [9.06e-01, 1.28e+01]
1260800 [9.06e-01, 1.28e+01]
1261000 [9.06e-01, 1.28e+01]
1261200 [9.06e-01, 1.28e+01]
1261400 [9.06e-01, 1.28e+01]
1261600 [9.06e-01, 1.28e+01]
1261800 [9.06e-01, 1.28e+01]
1262000 [9.06e-01, 1.28e+01]
1262200 [9.06e-01, 1.28e+01]
1262400 [9.06e-01, 1.28e+01]
1262600 [9.06e-01, 1.28e+01]
1262800 [9.06e-01, 1.28e+01]
1263000 [9.06e-01, 1.28e+01]
1263200 [9.06e-01, 1.28e+01]
1263400 [9.06e-01, 1.28e+01]
1263600 [9.06e-01, 1.28e+01]
1263800 [9.06e-01, 1.28e+01]
1264000 [9.06e-01, 1.28e+01]
1264200 [9.06e-01, 1.28e+01]
1264400 [9.06e-01, 1.28e+01]
1264600 [9.06e-01, 1.28e+01]
1264800 [9.06e-01, 1.28e+01]
1265000 [9.06e-01, 1.28e+01]
1265200 [9.06e-01, 1.28e+01]
1265400 [9.06e-01, 1.28e+01]
1265600 [9.06e-01, 1.28e+01]
1265800 [9.06e-01, 1.29e+01]
1266000 [9.06e-01, 1.29e+01]
1266200 [9.08e-01, 1.28e+01]
1266400 [9.08e-01, 1.28e+01]
1266600 [9.09e-01, 1.28e+01]
1266800 [9.09e-01, 1.28e+01]
1267000 [9.08e-01, 1.28e+01]
1267200 [9.08e-01, 1.28e+01]
1267400 [9.08e-01, 1.28e+01]
1267600 [9.08e-01, 1.28e+01]
1267800 [9.08e-01, 1.28e+01]
1268000 [9.07e-01, 1.28e+01]
1268200 [9.07e-01, 1.28e+01]
1268400 [9.07e-01, 1.28e+01]
1268600 [9.07e-01, 1.28e+01]
1268800 [9.07e-01, 1.28e+01]
1269000 [9.07e-01, 1.28e+01]
1269200 [9.07e-01, 1.28e+01]
1269400 [9.07e-01, 1.28e+01]
1269600 [9.07e-01, 1.28e+01]
1269800 [9.07e-01, 1.28e+01]
1270000 [9.07e-01, 1.28e+01]
1270200 [9.07e-01, 1.28e+01]
1270400 [9.07e-01, 1.28e+01]
1270600 [9.07e-01, 1.28e+01]
1270800 [9.07e-01, 1.28e+01]
1271000 [9.06e-01, 1.28e+01]
1271200 [9.06e-01, 1.28e+01]
1271400 [9.06e-01, 1.28e+01]
1271600 [9.06e-01, 1.28e+01]
1271800 [9.06e-01, 1.28e+01]
1272000 [9.06e-01, 1.28e+01]
1272200 [9.06e-01, 1.28e+01]
1272400 [9.06e-01, 1.28e+01]
1272600 [9.06e-01, 1.28e+01]
1272800 [9.06e-01, 1.28e+01]
1273000 [9.06e-01, 1.28e+01]
1273200 [9.06e-01, 1.28e+01]
1273400 [9.06e-01, 1.28e+01]
1273600 [9.06e-01, 1.28e+01]
1273800 [9.06e-01, 1.28e+01]
1274000 [9.06e-01, 1.28e+01]
1274200 [9.06e-01, 1.28e+01]
1274400 [9.06e-01, 1.28e+01]
1274600 [9.06e-01, 1.28e+01]
1274800 [9.06e-01, 1.28e+01]
1275000 [9.06e-01, 1.28e+01]
1275200 [9.06e-01, 1.28e+01]
1275400 [9.06e-01, 1.28e+01]
1275600 [9.06e-01, 1.28e+01]
1275800 [9.06e-01, 1.28e+01]
1276000 [9.06e-01, 1.28e+01]
1276200 [9.06e-01, 1.28e+01]
1276400 [9.06e-01, 1.28e+01]
1276600 [9.06e-01, 1.28e+01]
1276800 [9.06e-01, 1.28e+01]
1277000 [9.06e-01, 1.28e+01]
1277200 [9.06e-01, 1.28e+01]
1277400 [9.06e-01, 1.28e+01]
1277600 [9.05e-01, 1.28e+01]
1277800 [9.05e-01, 1.28e+01]
1278000 [9.05e-01, 1.28e+01]
1278200 [9.05e-01, 1.28e+01]
1278400 [9.05e-01, 1.28e+01]
1278600 [9.05e-01, 1.28e+01]
1278800 [9.05e-01, 1.28e+01]
1279000 [9.05e-01, 1.28e+01]
1279200 [9.05e-01, 1.28e+01]
1279400 [9.05e-01, 1.28e+01]
1279600 [9.05e-01, 1.28e+01]
1279800 [9.06e-01, 1.28e+01]
1280000 [9.06e-01, 1.28e+01]
1280200 [9.06e-01, 1.28e+01]
1280400 [9.06e-01, 1.28e+01]
1280600 [9.06e-01, 1.28e+01]
1280800 [9.06e-01, 1.28e+01]
1281000 [9.06e-01, 1.28e+01]
1281200 [9.06e-01, 1.28e+01]
1281400 [9.07e-01, 1.28e+01]
1281600 [9.07e-01, 1.28e+01]
1281800 [9.07e-01, 1.28e+01]
1282000 [9.07e-01, 1.28e+01]
1282200 [9.07e-01, 1.28e+01]
1282400 [9.07e-01, 1.28e+01]
1282600 [9.07e-01, 1.28e+01]
1282800 [9.07e-01, 1.28e+01]
1283000 [9.07e-01, 1.28e+01]
1283200 [9.07e-01, 1.28e+01]
1283400 [9.07e-01, 1.28e+01]
1283600 [9.07e-01, 1.28e+01]
1283800 [9.07e-01, 1.28e+01]
1284000 [9.07e-01, 1.28e+01]
1284200 [9.07e-01, 1.28e+01]
1284400 [9.07e-01, 1.28e+01]
1284600 [9.07e-01, 1.28e+01]
1284800 [9.07e-01, 1.28e+01]
1285000 [9.07e-01, 1.28e+01]
1285200 [9.07e-01, 1.28e+01]
1285400 [9.07e-01, 1.28e+01]
1285600 [9.07e-01, 1.28e+01]
1285800 [9.07e-01, 1.28e+01]
1286000 [9.06e-01, 1.28e+01]
1286200 [8.95e-01, 1.27e+01]
1286400 [8.99e-01, 1.27e+01]
1286600 [9.00e-01, 1.27e+01]
1286800 [9.00e-01, 1.27e+01]
1287000 [9.00e-01, 1.27e+01]
1287200 [9.00e-01, 1.27e+01]
1287400 [9.00e-01, 1.27e+01]
1287600 [9.01e-01, 1.27e+01]
1287800 [9.01e-01, 1.27e+01]
1288000 [9.01e-01, 1.27e+01]
1288200 [9.01e-01, 1.27e+01]
1288400 [9.01e-01, 1.27e+01]
1288600 [9.01e-01, 1.27e+01]
1288800 [9.01e-01, 1.27e+01]
1289000 [9.01e-01, 1.27e+01]
1289200 [9.01e-01, 1.27e+01]
1289400 [9.01e-01, 1.27e+01]
1289600 [9.01e-01, 1.27e+01]
1289800 [9.01e-01, 1.27e+01]
1290000 [9.02e-01, 1.27e+01]
1290200 [9.02e-01, 1.27e+01]
1290400 [9.02e-01, 1.27e+01]
1290600 [9.02e-01, 1.27e+01]
1290800 [9.02e-01, 1.27e+01]
1291000 [9.02e-01, 1.27e+01]
1291200 [9.02e-01, 1.27e+01]
1291400 [9.02e-01, 1.27e+01]
1291600 [9.02e-01, 1.27e+01]
1291800 [9.02e-01, 1.27e+01]
1292000 [9.02e-01, 1.27e+01]
1292200 [9.02e-01, 1.27e+01]
1292400 [9.02e-01, 1.27e+01]
1292600 [9.02e-01, 1.27e+01]
1292800 [9.03e-01, 1.27e+01]
1293000 [9.03e-01, 1.27e+01]
1293200 [9.03e-01, 1.27e+01]
1293400 [9.03e-01, 1.27e+01]
1293600 [9.03e-01, 1.27e+01]
1293800 [9.03e-01, 1.27e+01]
1294000 [9.03e-01, 1.27e+01]
1294200 [9.03e-01, 1.27e+01]
1294400 [9.03e-01, 1.27e+01]
1294600 [9.03e-01, 1.27e+01]
1294800 [9.03e-01, 1.27e+01]
1295000 [9.03e-01, 1.27e+01]
1295200 [9.03e-01, 1.27e+01]
1295400 [9.03e-01, 1.27e+01]
1295600 [9.03e-01, 1.27e+01]
1295800 [9.03e-01, 1.27e+01]
1296000 [9.03e-01, 1.27e+01]
1296200 [9.03e-01, 1.27e+01]
1296400 [9.03e-01, 1.27e+01]
1296600 [9.03e-01, 1.27e+01]
1296800 [9.03e-01, 1.27e+01]
1297000 [9.03e-01, 1.27e+01]
1297200 [9.03e-01, 1.27e+01]
1297400 [9.03e-01, 1.27e+01]
1297600 [9.03e-01, 1.27e+01]
1297800 [9.03e-01, 1.27e+01]
1298000 [9.03e-01, 1.27e+01]
1298200 [9.03e-01, 1.27e+01]
1298400 [9.03e-01, 1.27e+01]
1298600 [9.03e-01, 1.27e+01]
1298800 [9.03e-01, 1.27e+01]
1299000 [9.03e-01, 1.27e+01]
1299200 [9.03e-01, 1.27e+01]
1299400 [9.03e-01, 1.27e+01]
1299600 [9.03e-01, 1.27e+01]
1299800 [9.03e-01, 1.27e+01]
1300000 [9.03e-01, 1.27e+01]
1300200 [9.03e-01, 1.27e+01]
1300400 [9.03e-01, 1.27e+01]
1300600 [9.03e-01, 1.27e+01]
1300800 [9.03e-01, 1.27e+01]
1301000 [9.03e-01, 1.27e+01]
1301200 [9.03e-01, 1.27e+01]
1301400 [9.02e-01, 1.27e+01]
1301600 [9.05e-01, 1.27e+01]
1301800 [9.04e-01, 1.26e+01]
1302000 [9.05e-01, 1.26e+01]
1302200 [9.04e-01, 1.26e+01]
1302400 [9.04e-01, 1.27e+01]
1302600 [9.04e-01, 1.27e+01]
1302800 [9.04e-01, 1.27e+01]
1303000 [9.04e-01, 1.27e+01]
1303200 [9.04e-01, 1.27e+01]
1303400 [9.04e-01, 1.27e+01]
1303600 [9.04e-01, 1.27e+01]
1303800 [9.04e-01, 1.27e+01]
1304000 [9.04e-01, 1.27e+01]
1304200 [9.04e-01, 1.27e+01]
1304400 [9.04e-01, 1.27e+01]
1304600 [9.04e-01, 1.27e+01]
1304800 [9.04e-01, 1.27e+01]
1305000 [9.04e-01, 1.27e+01]
1305200 [9.04e-01, 1.27e+01]
1305400 [9.04e-01, 1.27e+01]
1305600 [9.04e-01, 1.27e+01]
1305800 [9.04e-01, 1.27e+01]
1306000 [9.04e-01, 1.27e+01]
1306200 [9.04e-01, 1.27e+01]
1306400 [9.04e-01, 1.27e+01]
1306600 [9.05e-01, 1.27e+01]
1306800 [9.05e-01, 1.27e+01]
1307000 [9.05e-01, 1.27e+01]
1307200 [9.05e-01, 1.27e+01]
1307400 [9.05e-01, 1.27e+01]
1307600 [9.05e-01, 1.27e+01]
1307800 [9.05e-01, 1.27e+01]
1308000 [9.05e-01, 1.27e+01]
1308200 [9.05e-01, 1.27e+01]
1308400 [9.05e-01, 1.27e+01]
1308600 [9.05e-01, 1.27e+01]
1308800 [9.05e-01, 1.27e+01]
1309000 [9.05e-01, 1.27e+01]
1309200 [9.05e-01, 1.27e+01]
1309400 [9.05e-01, 1.27e+01]
1309600 [9.05e-01, 1.27e+01]
1309800 [9.05e-01, 1.27e+01]
1310000 [9.05e-01, 1.27e+01]
1310200 [9.05e-01, 1.27e+01]
1310400 [9.05e-01, 1.27e+01]
1310600 [9.05e-01, 1.27e+01]
1310800 [9.05e-01, 1.26e+01]
1311000 [9.06e-01, 1.26e+01]
1311200 [9.06e-01, 1.26e+01]
1311400 [9.06e-01, 1.26e+01]
1311600 [9.06e-01, 1.26e+01]
1311800 [9.06e-01, 1.26e+01]
1312000 [9.06e-01, 1.26e+01]
1312200 [9.06e-01, 1.26e+01]
1312400 [9.07e-01, 1.26e+01]
1312600 [9.07e-01, 1.26e+01]
1312800 [9.07e-01, 1.26e+01]
1313000 [9.07e-01, 1.26e+01]
1313200 [9.07e-01, 1.26e+01]
1313400 [9.07e-01, 1.26e+01]
1313600 [9.07e-01, 1.26e+01]
1313800 [9.07e-01, 1.26e+01]
1314000 [9.07e-01, 1.26e+01]
1314200 [9.07e-01, 1.26e+01]
1314400 [9.07e-01, 1.26e+01]
1314600 [9.07e-01, 1.26e+01]
1314800 [9.07e-01, 1.26e+01]
1315000 [9.07e-01, 1.26e+01]
1315200 [9.06e-01, 1.26e+01]
1315400 [9.06e-01, 1.26e+01]
1315600 [9.06e-01, 1.26e+01]
1315800 [9.06e-01, 1.26e+01]
1316000 [9.06e-01, 1.26e+01]
1316200 [9.06e-01, 1.26e+01]
1316400 [9.06e-01, 1.26e+01]
1316600 [9.06e-01, 1.26e+01]
1316800 [9.06e-01, 1.26e+01]
1317000 [9.06e-01, 1.26e+01]
1317200 [9.06e-01, 1.26e+01]
1317400 [9.06e-01, 1.26e+01]
1317600 [9.06e-01, 1.26e+01]
1317800 [9.07e-01, 1.26e+01]
1318000 [9.08e-01, 1.26e+01]
1318200 [9.08e-01, 1.26e+01]
1318400 [9.07e-01, 1.26e+01]
1318600 [9.07e-01, 1.26e+01]
1318800 [9.07e-01, 1.26e+01]
1319000 [9.07e-01, 1.26e+01]
1319200 [9.07e-01, 1.26e+01]
1319400 [9.07e-01, 1.26e+01]
1319600 [9.07e-01, 1.26e+01]
1319800 [9.07e-01, 1.26e+01]
1320000 [9.07e-01, 1.26e+01]
1320200 [9.07e-01, 1.26e+01]
1320400 [9.07e-01, 1.26e+01]
1320600 [9.07e-01, 1.26e+01]
1320800 [9.07e-01, 1.26e+01]
1321000 [9.07e-01, 1.26e+01]
1321200 [9.07e-01, 1.26e+01]
1321400 [9.07e-01, 1.26e+01]
1321600 [9.07e-01, 1.26e+01]
1321800 [9.07e-01, 1.26e+01]
1322000 [9.07e-01, 1.26e+01]
1322200 [9.07e-01, 1.26e+01]
1322400 [9.07e-01, 1.26e+01]
1322600 [9.07e-01, 1.26e+01]
1322800 [9.07e-01, 1.26e+01]
1323000 [9.07e-01, 1.26e+01]
1323200 [9.07e-01, 1.26e+01]
1323400 [9.07e-01, 1.26e+01]
1323600 [9.07e-01, 1.26e+01]
1323800 [9.07e-01, 1.26e+01]
1324000 [9.07e-01, 1.26e+01]
1324200 [9.07e-01, 1.26e+01]
1324400 [9.07e-01, 1.26e+01]
1324600 [9.07e-01, 1.26e+01]
1324800 [9.07e-01, 1.26e+01]
1325000 [9.07e-01, 1.26e+01]
1325200 [9.07e-01, 1.26e+01]
1325400 [9.07e-01, 1.26e+01]
1325600 [9.07e-01, 1.26e+01]
1325800 [9.07e-01, 1.26e+01]
1326000 [9.06e-01, 1.26e+01]
1326200 [9.06e-01, 1.26e+01]
1326400 [9.07e-01, 1.26e+01]
1326600 [9.07e-01, 1.26e+01]
1326800 [9.06e-01, 1.26e+01]
1327000 [9.06e-01, 1.26e+01]
1327200 [9.06e-01, 1.26e+01]
1327400 [9.11e-01, 1.25e+01]
1327600 [9.10e-01, 1.25e+01]
1327800 [9.10e-01, 1.25e+01]
1328000 [9.10e-01, 1.25e+01]
1328200 [9.10e-01, 1.25e+01]
1328400 [9.11e-01, 1.25e+01]
1328600 [9.11e-01, 1.25e+01]
1328800 [9.11e-01, 1.25e+01]
1329000 [9.11e-01, 1.25e+01]
1329200 [9.11e-01, 1.25e+01]
1329400 [9.11e-01, 1.25e+01]
1329600 [9.12e-01, 1.25e+01]
1329800 [9.12e-01, 1.25e+01]
1330000 [9.12e-01, 1.25e+01]
1330200 [9.12e-01, 1.25e+01]
1330400 [9.12e-01, 1.25e+01]
1330600 [9.12e-01, 1.25e+01]
1330800 [9.12e-01, 1.25e+01]
1331000 [9.12e-01, 1.25e+01]
1331200 [9.12e-01, 1.25e+01]
1331400 [9.12e-01, 1.25e+01]
1331600 [9.12e-01, 1.25e+01]
1331800 [9.12e-01, 1.25e+01]
1332000 [9.12e-01, 1.25e+01]
1332200 [9.12e-01, 1.25e+01]
1332400 [9.12e-01, 1.25e+01]
1332600 [9.12e-01, 1.25e+01]
1332800 [9.12e-01, 1.25e+01]
1333000 [9.12e-01, 1.25e+01]
1333200 [9.12e-01, 1.25e+01]
1333400 [9.12e-01, 1.25e+01]
1333600 [9.12e-01, 1.25e+01]
1333800 [9.12e-01, 1.25e+01]
1334000 [9.12e-01, 1.25e+01]
1334200 [9.12e-01, 1.25e+01]
1334400 [9.12e-01, 1.25e+01]
1334600 [9.12e-01, 1.25e+01]
1334800 [9.11e-01, 1.25e+01]
1335000 [9.12e-01, 1.25e+01]
1335200 [9.12e-01, 1.25e+01]
1335400 [9.12e-01, 1.25e+01]
1335600 [9.11e-01, 1.25e+01]
1335800 [9.11e-01, 1.25e+01]
1336000 [9.11e-01, 1.25e+01]
1336200 [9.11e-01, 1.25e+01]
1336400 [9.11e-01, 1.25e+01]
1336600 [9.11e-01, 1.25e+01]
1336800 [9.11e-01, 1.25e+01]
1337000 [9.11e-01, 1.25e+01]
1337200 [9.11e-01, 1.25e+01]
1337400 [9.11e-01, 1.25e+01]
1337600 [9.11e-01, 1.25e+01]
1337800 [9.11e-01, 1.25e+01]
1338000 [9.11e-01, 1.25e+01]
1338200 [9.13e-01, 1.25e+01]
1338400 [9.14e-01, 1.24e+01]
1338600 [9.13e-01, 1.24e+01]
1338800 [9.13e-01, 1.24e+01]
1339000 [9.13e-01, 1.24e+01]
1339200 [9.13e-01, 1.24e+01]
1339400 [9.13e-01, 1.24e+01]
1339600 [9.13e-01, 1.24e+01]
1339800 [9.13e-01, 1.24e+01]
1340000 [9.13e-01, 1.24e+01]
1340200 [9.13e-01, 1.24e+01]
1340400 [9.13e-01, 1.24e+01]
1340600 [9.13e-01, 1.24e+01]
1340800 [9.13e-01, 1.24e+01]
1341000 [9.12e-01, 1.24e+01]
1341200 [9.12e-01, 1.24e+01]
1341400 [9.12e-01, 1.24e+01]
1341600 [9.12e-01, 1.24e+01]
1341800 [9.12e-01, 1.24e+01]
1342000 [9.12e-01, 1.24e+01]
1342200 [9.12e-01, 1.24e+01]
1342400 [9.12e-01, 1.24e+01]
1342600 [9.12e-01, 1.24e+01]
1342800 [9.12e-01, 1.24e+01]
1343000 [9.12e-01, 1.24e+01]
1343200 [9.12e-01, 1.24e+01]
1343400 [9.12e-01, 1.24e+01]
1343600 [9.12e-01, 1.24e+01]
1343800 [9.12e-01, 1.24e+01]
1344000 [9.12e-01, 1.24e+01]
1344200 [9.12e-01, 1.24e+01]
1344400 [9.11e-01, 1.24e+01]
1344600 [9.11e-01, 1.24e+01]
1344800 [9.11e-01, 1.24e+01]
1345000 [9.11e-01, 1.24e+01]
1345200 [9.11e-01, 1.24e+01]
1345400 [9.11e-01, 1.24e+01]
1345600 [9.11e-01, 1.24e+01]
1345800 [9.11e-01, 1.25e+01]
1346000 [9.11e-01, 1.24e+01]
1346200 [9.11e-01, 1.25e+01]
1346400 [9.11e-01, 1.25e+01]
1346600 [9.11e-01, 1.24e+01]
1346800 [9.11e-01, 1.24e+01]
1347000 [9.11e-01, 1.24e+01]
1347200 [9.11e-01, 1.24e+01]
1347400 [9.11e-01, 1.24e+01]
1347600 [9.11e-01, 1.25e+01]
1347800 [9.11e-01, 1.25e+01]
1348000 [9.11e-01, 1.25e+01]
1348200 [9.11e-01, 1.25e+01]
1348400 [9.11e-01, 1.25e+01]
1348600 [9.11e-01, 1.25e+01]
1348800 [9.11e-01, 1.25e+01]
1349000 [9.10e-01, 1.25e+01]
1349200 [9.10e-01, 1.25e+01]
1349400 [9.10e-01, 1.25e+01]
1349600 [9.10e-01, 1.25e+01]
1349800 [9.10e-01, 1.25e+01]
1350000 [9.10e-01, 1.25e+01]
1350200 [9.10e-01, 1.25e+01]
1350400 [9.11e-01, 1.24e+01]
1350600 [9.11e-01, 1.24e+01]
1350800 [9.11e-01, 1.24e+01]
1351000 [9.11e-01, 1.24e+01]
1351200 [9.11e-01, 1.24e+01]
1351400 [9.11e-01, 1.24e+01]
1351600 [9.11e-01, 1.24e+01]
1351800 [9.11e-01, 1.24e+01]
1352000 [9.11e-01, 1.24e+01]
1352200 [9.11e-01, 1.24e+01]
1352400 [9.11e-01, 1.24e+01]
1352600 [9.11e-01, 1.24e+01]
1352800 [9.11e-01, 1.24e+01]
1353000 [9.11e-01, 1.24e+01]
1353200 [9.11e-01, 1.24e+01]
1353400 [9.11e-01, 1.24e+01]
1353600 [9.11e-01, 1.24e+01]
1353800 [9.10e-01, 1.24e+01]
1354000 [9.10e-01, 1.24e+01]
1354200 [9.10e-01, 1.24e+01]
1354400 [9.10e-01, 1.24e+01]
1354600 [9.10e-01, 1.24e+01]
1354800 [9.10e-01, 1.24e+01]
1355000 [9.10e-01, 1.24e+01]
1355200 [9.10e-01, 1.24e+01]
1355400 [9.10e-01, 1.24e+01]
1355600 [9.10e-01, 1.24e+01]
1355800 [9.10e-01, 1.24e+01]
1356000 [9.10e-01, 1.24e+01]
1356200 [9.10e-01, 1.24e+01]
1356400 [9.10e-01, 1.24e+01]
1356600 [9.10e-01, 1.24e+01]
1356800 [9.10e-01, 1.24e+01]
1357000 [9.10e-01, 1.24e+01]
1357200 [9.09e-01, 1.24e+01]
1357400 [9.09e-01, 1.24e+01]
1357600 [9.16e-01, 1.23e+01]
1357800 [9.16e-01, 1.23e+01]
1358000 [9.17e-01, 1.23e+01]
1358200 [9.16e-01, 1.23e+01]
1358400 [9.16e-01, 1.23e+01]
1358600 [9.15e-01, 1.23e+01]
1358800 [9.15e-01, 1.23e+01]
1359000 [9.15e-01, 1.23e+01]
1359200 [9.15e-01, 1.23e+01]
1359400 [9.15e-01, 1.23e+01]
1359600 [9.15e-01, 1.23e+01]
1359800 [9.15e-01, 1.23e+01]
1360000 [9.15e-01, 1.23e+01]
1360200 [9.15e-01, 1.23e+01]
1360400 [9.14e-01, 1.23e+01]
1360600 [9.14e-01, 1.23e+01]
1360800 [9.14e-01, 1.23e+01]
1361000 [9.14e-01, 1.23e+01]
1361200 [9.14e-01, 1.23e+01]
1361400 [9.14e-01, 1.23e+01]
1361600 [9.14e-01, 1.23e+01]
1361800 [9.14e-01, 1.23e+01]
1362000 [9.14e-01, 1.23e+01]
1362200 [9.14e-01, 1.23e+01]
1362400 [9.14e-01, 1.23e+01]
1362600 [9.14e-01, 1.23e+01]
1362800 [9.14e-01, 1.23e+01]
1363000 [9.13e-01, 1.23e+01]
1363200 [9.13e-01, 1.23e+01]
1363400 [9.13e-01, 1.23e+01]
1363600 [9.13e-01, 1.23e+01]
1363800 [9.13e-01, 1.23e+01]
1364000 [9.13e-01, 1.23e+01]
1364200 [9.13e-01, 1.24e+01]
1364400 [9.13e-01, 1.24e+01]
1364600 [9.13e-01, 1.24e+01]
1364800 [9.13e-01, 1.24e+01]
1365000 [9.12e-01, 1.24e+01]
1365200 [9.12e-01, 1.24e+01]
1365400 [9.12e-01, 1.24e+01]
1365600 [9.12e-01, 1.24e+01]
1365800 [9.12e-01, 1.24e+01]
1366000 [9.12e-01, 1.24e+01]
1366200 [9.12e-01, 1.24e+01]
1366400 [9.12e-01, 1.24e+01]
1366600 [9.12e-01, 1.24e+01]
1366800 [9.12e-01, 1.24e+01]
1367000 [9.12e-01, 1.24e+01]
1367200 [9.06e-01, 1.23e+01]
1367400 [9.08e-01, 1.23e+01]
1367600 [9.09e-01, 1.23e+01]
1367800 [9.09e-01, 1.23e+01]
1368000 [9.09e-01, 1.23e+01]
1368200 [9.09e-01, 1.23e+01]
1368400 [9.10e-01, 1.23e+01]
1368600 [9.10e-01, 1.23e+01]
1368800 [9.10e-01, 1.23e+01]
1369000 [9.10e-01, 1.23e+01]
1369200 [9.10e-01, 1.23e+01]
1369400 [9.10e-01, 1.23e+01]
1369600 [9.10e-01, 1.23e+01]
1369800 [9.10e-01, 1.23e+01]
1370000 [9.10e-01, 1.23e+01]
1370200 [9.10e-01, 1.23e+01]
1370400 [9.10e-01, 1.23e+01]
1370600 [9.10e-01, 1.23e+01]
1370800 [9.10e-01, 1.23e+01]
1371000 [9.10e-01, 1.23e+01]
1371200 [9.10e-01, 1.23e+01]
1371400 [9.10e-01, 1.23e+01]
1371600 [9.10e-01, 1.23e+01]
1371800 [9.10e-01, 1.23e+01]
1372000 [9.10e-01, 1.23e+01]
1372200 [9.10e-01, 1.23e+01]
1372400 [9.10e-01, 1.23e+01]
1372600 [9.10e-01, 1.23e+01]
1372800 [9.10e-01, 1.23e+01]
1373000 [9.10e-01, 1.23e+01]
1373200 [9.10e-01, 1.23e+01]
1373400 [9.10e-01, 1.23e+01]
1373600 [9.10e-01, 1.23e+01]
1373800 [9.10e-01, 1.23e+01]
1374000 [9.10e-01, 1.23e+01]
1374200 [9.10e-01, 1.23e+01]
1374400 [9.10e-01, 1.23e+01]
1374600 [9.10e-01, 1.23e+01]
1374800 [9.10e-01, 1.23e+01]
1375000 [9.10e-01, 1.23e+01]
1375200 [9.10e-01, 1.23e+01]
1375400 [9.10e-01, 1.23e+01]
1375600 [9.09e-01, 1.23e+01]
1375800 [9.09e-01, 1.23e+01]
1376000 [9.09e-01, 1.23e+01]
1376200 [9.09e-01, 1.23e+01]
1376400 [9.09e-01, 1.23e+01]
1376600 [9.09e-01, 1.23e+01]
1376800 [9.09e-01, 1.23e+01]
1377000 [9.09e-01, 1.23e+01]
1377200 [9.12e-01, 1.23e+01]
1377400 [9.14e-01, 1.23e+01]
1377600 [9.14e-01, 1.23e+01]
1377800 [9.13e-01, 1.23e+01]
1378000 [9.13e-01, 1.23e+01]
1378200 [9.13e-01, 1.23e+01]
