Time,Subsystem #1|CTLs|Vars|Psref_PV_R1,Subsystem #1|CTLs|Vars|Vdcmeas2_R1
0.0,0.001350519425631697,0.0006846452485245511
4.8829230292288084e-05,0.0013793743376627862,0.0006699943357172793
9.805800936937198e-05,0.0013458039313273954,0.0007161216817700671
0.00015600261387190156,0.0012791310175372167,0.0007867551370592254
0.00020498501372989954,0.0013927306598907204,0.0007870174213892685
0.0002458744245683582,0.001344727676777644,0.0007437454778222751
0.00029008422816819486,0.0013388499063938849,0.000727401796631508
0.0003513673062801636,0.001373706051844145,0.0007158861931832242
0.00041407012592870344,0.0013683508765593632,0.000808837031032291
0.0004675793099955513,0.0014693052722139393,0.0007386268991579907
0.0005140104658937679,0.0014252765282965509,0.0008093769599150891
0.0005164565396570133,0.0014528798419753167,0.0007508144502446804
0.0006212723833620014,0.0014428526395262856,0.0007552855268649087
0.0006677055459891059,0.0014588238043322565,0.000735425741681877
0.0007296808374555381,0.0013607848172021088,0.0008077990521983729
0.0007339364530053428,0.0013787978825981597,0.0007650982934937895
0.0007606806682296091,0.0013140243479728088,0.0007383858253091464
0.0008918683907051847,0.0013558523569680426,0.0007386812037235459
0.0009359556290322512,0.001364737130687,0.0007920481573675769
0.0009434782293328691,0.0013232120509288196,0.0007528096328360979
0.0010146921084374977,0.0013879916808441255,0.0007203987498729927
0.001053989566548034,0.0013840713945249615,0.0008010924343593322
0.001104331162084319,0.001446344796193412,0.0007202028717171265
0.0011815593533896621,0.0013731992229985652,0.0006737139464167556
0.0011778312876736107,0.0013700643244133667,0.0006843544418297234
0.001198512030589814,0.0012785774562695412,0.0006510342094996346
0.0014215087726439676,0.0013537966613220407,0.0006574788276747265
0.001190628610306563,0.0013382835438599237,0.0006687013051977718
0.0013026096865783518,0.001289749045487169,0.0005904006861027713
0.0014479241722508542,0.0011613946621446933,0.0005923314566893202
0.0015080622327209965,0.0012759117128877827,0.0006724507326720752
0.001705210141153421,0.0012133314633754348,0.0006680823703665329
0.00151947003557452,0.0011242638189841421,0.000596092586634424
0.0017161374340759353,0.0012848039317976902,0.0005592471135251914
0.0018238356106815281,0.0011155789855733856,0.0005321780618139636
0.0016737776577276913,0.001093068416970964,0.0005262504048148837
0.001940807346441632,0.0011898640647965916,0.0005031073931506105
0.001832498909173385,0.0011358777067688834,0.00048711823400443387
0.0017849291081713501,0.0010564882404713216,0.00041855620347872193
0.0019197477500106802,0.001123183756237259,0.0004030701075975399
0.0020771229987677697,0.0009644763044688637,0.00041960282154458175
0.0020051659768408336,0.0010264403287516927,0.0004018173447583019
0.0017924451220464087,0.0010109505023524197,0.00035904168360096863
0.0020517018731301623,0.000980583057126758,0.00031367194697775496
0.0020716089371724746,0.0008886041951462555,0.00030398962284541083
0.002231892977590185,0.0009685948171208412,0.0002650968063035292
0.002219285176523427,0.0009449631184683094,0.0002565997501131797
0.00227088232193427,0.0009023980504158024,0.00020709078320011208
0.002467281906613483,0.0009054821288112599,0.00018830793856379076
0.002509657432144869,0.0008089766115902296,0.000165003842871043
0.0024747251167871716,0.000892554285040154,0.00012433076868362746
0.0028869126158146924,0.0008496905184826463,9.832569065095317e-05
0.002884794939257226,0.0007567440376007273,6.847534443611224e-05
0.002615084723793812,0.0007347064952020231,3.97635488575117e-05
0.002800043771222211,0.0007073791147882353,1.280076221309805e-05
0.0027300514848446,0.0007154144775291279,-1.634900729338081e-05
0.002849755374727761,0.0006298650233514206,-4.1926677896182275e-05
0.00294694964655369,0.0006494437913035565,-6.97561615161037e-05
0.002914841630196337,0.0006088927532699731,-0.00010728183237582216
0.0030030949913242063,0.0005758953300573166,-0.0001324447465756846
0.002963724481771842,0.0005730868314814466,-0.0001516563799322359
0.003191983848475804,0.000522415076243263,-0.00019843429115707975
0.0028769647619135735,0.000511371761244181,-0.00020111770887164303
0.0032182540063860725,0.0004972064843054726,-0.0002480389920336472
0.003142707998572237,0.0004948919005238673,-0.000277528064600712
0.0031575881290131147,0.0004042546172339832,-0.00030606100739082406
0.0032813146005846614,0.00042773622521219504,-0.0002803258764016876
0.0033685801848134093,0.0003782358341442466,-0.00035526701789199977
0.003100267361178784,0.00037426397122710184,-0.0004057404062142908
0.0033856136329369433,0.00035456372607701406,-0.00039761059914888915
0.003369389269920916,0.0003188035310921841,-0.00042849054715815587
0.003659810889860521,0.0003044645730379428,-0.0004794252276448414
0.0036301186969881745,0.00026433207210973435,-0.000490794884400564
0.003453027256173091,0.0002738482259677408,-0.0005399896221316925
0.0037607868029615387,0.00023835847257756265,-0.0005154009731441372
0.004001161111087905,0.0002256638744980015,-0.000542866665418281
0.003779485842518401,0.00018624773183266316,-0.0006025167541818643
0.003961254391155485,0.0001732886610296795,-0.0005810279403794787
0.003971643460116536,0.00016268161575090702,-0.0005988482700771558
0.0039661279318998575,0.00014256854876852098,-0.0006292331754528252
0.003923306712038655,0.00012229117760561393,-0.0005856640847128267
0.004569795315598648,0.00010512775402327467,-0.0006582963120308846
0.004005583839093287,9.268730882225966e-05,-0.0007124149790117781
0.0042918674466675905,7.1743739560698e-05,-0.0007065523020950923
0.004076409015883664,6.663307272792035e-05,-0.0007067605565265892
0.0042015432572628025,5.472708972859104e-05,-0.0006993473055323414
0.00394430320868534,4.249362108268518e-05,-0.0007168444712553824
0.0044495977972901155,3.233308886575373e-05,-0.0007570187757973437
0.004577865167489765,2.2442837921845688e-05,-0.000729449414155419
0.004591030825033421,1.4650021816435808e-05,-0.0007095328316201705
0.004552228874088668,7.457696146327864e-06,-0.0007851636809883507
0.004698800411181948,1.7136111552736805e-06,-0.0007779820935691866
0.004666686714646062,-3.697151442526443e-06,-0.0008010902590948203
