"Time","Subsystem #1|CTLs|Vars|Tm","Subsystem #1|CTLs|Vars|WPU","Subsystem #1|Machines|M1|Te_sync","Subsystem #1|Machines|M1|w_sync"
0.0,0.0,1.005625985,1.471989544E-6,1.005116175
5.0E-5,0.0,1.005625985,1.488770256E-6,1.005116175
1.0E-4,0.0,1.005625985,1.504616868E-6,1.005116175
1.5E-4,0.0,1.005625985,1.519506413E-6,1.005116175
2.0E-4,0.0,1.005625985,1.533416618E-6,1.005116175
2.5E-4,0.0,1.005625985,1.546326045E-6,1.005116175
3.0E-4,0.0,1.005625985,1.558214051E-6,1.005116175
3.5E-4,0.0,1.005625985,1.569060918E-6,1.005116175
4.0E-4,0.0,1.005625984,1.57884783E-6,1.005116175
4.5E-4,0.0,1.005625984,1.587556993E-6,1.005116175
5.0E-4,0.0,1.005625984,1.595171614E-6,1.005116175
5.5E-4,0.0,1.005625984,1.601676018E-6,1.005116175
6.0E-4,0.0,1.005625984,1.607055639E-6,1.005116175
6.5E-4,0.0,1.005625984,1.611297115E-6,1.005116175
7.0E-4,0.0,1.005625984,1.614388298E-6,1.005116175
7.5E-4,0.0,1.005625984,1.616318337E-6,1.005116175
8.0E-4,0.0,1.005625984,1.617077689E-6,1.005116175
8.5E-4,0.0,1.005625984,1.616658194E-6,1.005116175
9.0E-4,0.0,1.005625984,1.615053095E-6,1.005116175
9.5E-4,0.0,1.005625984,1.612257097E-6,1.005116174
0.001,0.0,1.005625984,1.608266393E-6,1.005116174
0.00105,0.0,1.005625984,1.603078709E-6,1.005116174
0.0011,0.0,1.005625984,1.596693339E-6,1.005116174
0.00115,0.0,1.005625984,1.589111169E-6,1.005116174
0.0012,0.0,1.005625984,1.58033472E-6,1.005116174
0.00125,0.0,1.005625984,1.570368154E-6,1.005116174
0.0013,0.0,1.005625984,1.559217325E-6,1.005116174
0.00135,0.0,1.005625984,1.546889763E-6,1.005116174
0.0014,0.0,1.005625984,1.533394729E-6,1.005116174
0.00145,0.0,1.005625984,1.518743182E-6,1.005116174
0.0015,0.0,1.005625984,1.502947835E-6,1.005116174
0.00155,0.0,1.005625984,1.486023106E-6,1.005116174
0.0016,0.0,1.005625984,1.467985173E-6,1.005116174
0.00165,0.0,1.005625983,1.448851904E-6,1.005116174
