"Time","Subsystem #1|CTLs|Vars|Tm","Subsystem #1|CTLs|Vars|WPU","Subsystem #1|Machines|M1|Te_sync","Subsystem #1|Machines|M1|w_sync"
0.0,0.0,1.000509361,-0.2499993167,1.000002145
5.0E-5,0.0,1.000509361,-0.2499992671,1.000002145
1.0E-4,0.0,1.000509361,-0.2499992182,1.000002145
1.5E-4,0.0,1.000509361,-0.24999917,1.000002145
2.0E-4,0.0,1.000509361,-0.2499991226,1.000002145
2.5E-4,0.0,1.000509361,-0.2499990761,1.000002145
3.0E-4,0.0,1.000509361,-0.2499990304,1.000002145
3.5E-4,0.0,1.000509361,-0.2499989855,1.000002145
4.0E-4,0.0,1.000509361,-0.2499989416,1.000002145
4.5E-4,0.0,1.000509361,-0.2499988986,1.000002145
5.0E-4,0.0,1.000509361,-0.2499988567,1.000002145
5.5E-4,0.0,1.000509361,-0.2499988157,1.000002145
6.0E-4,0.0,1.000509361,-0.2499987758,1.000002145
6.5E-4,0.0,1.00050936,-0.249998737,1.000002145
7.0E-4,0.0,1.00050936,-0.2499986993,1.000002145
7.5E-4,0.0,1.00050936,-0.2499986627,1.000002145
8.0E-4,0.0,1.00050936,-0.2499986274,1.000002145
8.5E-4,0.0,1.00050936,-0.2499985932,1.000002145
9.0E-4,0.0,1.00050936,-0.2499985603,1.000002145
9.5E-4,0.0,1.00050936,-0.2499985286,1.000002145
0.001,0.0,1.00050936,-0.2499984983,1.000002145
0.00105,0.0,1.00050936,-0.2499984693,1.000002145
0.0011,0.0,1.00050936,-0.2499984416,1.000002145
0.00115,0.0,1.00050936,-0.2499984154,1.000002145
0.0012,0.0,1.00050936,-0.2499983906,1.000002144
0.00125,0.0,1.00050936,-0.2499983672,1.000002144
0.0013,0.0,1.00050936,-0.2499983453,1.000002144
0.00135,0.0,1.00050936,-0.2499983249,1.000002144
0.0014,0.0,1.00050936,-0.249998306,1.000002144
0.00145,0.0,1.00050936,-0.2499982887,1.000002144
0.0015,0.0,1.00050936,-0.2499982729,1.000002144
0.00155,0.0,1.00050936,-0.2499982588,1.000002144
0.0016,0.0,1.00050936,-0.2499982462,1.000002144
0.00165,0.0,1.00050936,-0.2499982354,1.000002144
0.0017,0.0,1.00050936,-0.2499982262,1.000002144
0.00175,0.0,1.00050936,-0.2499982186,1.000002144
0.0018,0.0,1.00050936,-0.2499982128,1.000002144
0.00185,0.0,1.00050936,-0.2499982087,1.000002144
0.0019,0.0,1.00050936,-0.2499982064,1.000002144
0.00195,0.0,1.00050936,-0.2499982058,1.000002144
0.002,0.0,1.00050936,-0.2499982069,1.000002144
0.00205,0.0,1.000509359,-0.2499982099,1.000002144
0.0021,0.0,1.000509359,-0.2499982146,1.000002144
0.00215,0.0,1.000509359,-0.2499982212,1.000002144
0.0022,0.0,1.000509359,-0.2499982295,1.000002144
0.00225,0.0,1.000509359,-0.2499982397,1.000002144
0.0023,0.0,1.000509359,-0.2499982518,1.000002144
0.00235,0.0,1.000509359,-0.2499982656,1.000002144
0.0024,0.0,1.000509359,-0.2499982813,1.000002144
0.00245,0.0,1.000509359,-0.2499982989,1.000002144
0.0025,0.0,1.000509359,-0.2499983182,1.000002143
0.00255,0.0,1.000509359,-0.2499983394,1.000002143
0.0026,0.0,1.000509359,-0.2499983625,1.000002143
