"Time","Subsystem #1|CTLs|Vars|Tm","Subsystem #1|CTLs|Vars|WPU","Subsystem #1|Machines|M1|Te_sync","Subsystem #1|Machines|M1|w_sync"
0.0,0.0,1.000521307,-0.2000312212,1.000014086
5.0E-5,0.0,1.000521307,-0.2000312206,1.000014086
1.0E-4,0.0,1.000521308,-0.2000312209,1.000014087
1.5E-4,0.0,1.000521308,-0.2000312221,1.000014087
2.0E-4,0.0,1.000521309,-0.2000312244,1.000014087
2.5E-4,0.0,1.000521309,-0.2000312276,1.000014088
3.0E-4,0.0,1.000521309,-0.2000312318,1.000014088
3.5E-4,0.0,1.00052131,-0.200031237,1.000014089
4.0E-4,0.0,1.00052131,-0.2000312434,1.000014089
4.5E-4,0.0,1.000521311,-0.2000312507,1.000014089
5.0E-4,0.0,1.000521311,-0.2000312592,1.00001409
5.5E-4,0.0,1.000521311,-0.2000312688,1.00001409
6.0E-4,0.0,1.000521312,-0.2000312795,1.00001409
6.5E-4,0.0,1.000521312,-0.2000312914,1.000014091
7.0E-4,0.0,1.000521313,-0.2000313044,1.000014091
7.5E-4,0.0,1.000521313,-0.2000313186,1.000014092
8.0E-4,0.0,1.000521313,-0.2000313341,1.000014092
8.5E-4,0.0,1.000521314,-0.2000313507,1.000014092
9.0E-4,0.0,1.000521314,-0.2000313686,1.000014093
9.5E-4,0.0,1.000521315,-0.2000313877,1.000014093
0.001,0.0,1.000521315,-0.2000314081,1.000014094
0.00105,0.0,1.000521315,-0.2000314297,1.000014094
0.0011,0.0,1.000521316,-0.2000314526,1.000014094
0.00115,0.0,1.000521316,-0.2000314768,1.000014095
0.0012,0.0,1.000521317,-0.2000315024,1.000014095
0.00125,0.0,1.000521317,-0.2000315292,1.000014096
0.0013,0.0,1.000521317,-0.2000315573,1.000014096
0.00135,0.0,1.000521318,-0.2000315868,1.000014096
0.0014,0.0,1.000521318,-0.2000316176,1.000014097
0.00145,0.0,1.000521319,-0.2000316498,1.000014097
0.0015,0.0,1.000521319,-0.2000316832,1.000014098
0.00155,0.0,1.000521319,-0.2000317181,1.000014098
0.0016,0.0,1.00052132,-0.2000317543,1.000014098
0.00165,0.0,1.00052132,-0.2000317918,1.000014099
0.0017,0.0,1.000521321,-0.2000318307,1.000014099
0.00175,0.0,1.000521321,-0.2000318709,1.0000141
0.0018,0.0,1.000521321,-0.2000319125,1.0000141
0.00185,0.0,1.000521322,-0.2000319553,1.0000141
0.0019,0.0,1.000521322,-0.2000319996,1.000014101
0.00195,0.0,1.000521323,-0.2000320451,1.000014101
0.002,0.0,1.000521323,-0.2000320919,1.000014102
0.00205,0.0,1.000521323,-0.2000321401,1.000014102
0.0021,0.0,1.000521324,-0.2000321895,1.000014103
0.00215,0.0,1.000521324,-0.2000322401,1.000014103
0.0022,0.0,1.000521325,-0.200032292,1.000014103
0.00225,0.0,1.000521325,-0.2000323452,1.000014104
0.0023,0.0,1.000521325,-0.2000323995,1.000014104
0.00235,0.0,1.000521326,-0.200032455,1.000014105
0.0024,0.0,1.000521326,-0.2000325117,1.000014105
0.00245,0.0,1.000521327,-0.2000325695,1.000014105
0.0025,0.0,1.000521327,-0.2000326283,1.000014106
0.00255,0.0,1.000521327,-0.2000326883,1.000014106
0.0026,0.0,1.000521328,-0.2000327493,1.000014107
0.00265,0.0,1.000521328,-0.2000328112,1.000014107
0.0027,0.0,1.000521329,-0.2000328742,1.000014107
0.00275,0.0,1.000521329,-0.200032938,1.000014108
