Time,Subsystem_1_CTLs_Vars_Ef_CHP,Subsystem_1_CTLs_Vars_Tmech_pu_CHP,Subsystem_1_CTLs_Vars_w_CHP_pu,Subsystem_1_Machines_CHP_CHPexcmon,Tele
0.00115,2.414407358,0.7587987405,0.9999765381,-2.830727075e-06,0.757610308952502
0.0012,2.414407357,0.7587986614,0.9999766237,-4.077541123e-06,0.757611615597417
0.00125,2.414407357,0.7587985812,0.999976709,-5.318594588e-06,0.757615695546121
0.0013,2.414407356,0.7587985003,0.9999767939,-6.552171883e-06,0.75762116200328
0.00135,2.414407355,0.7587984187,0.9999768784,-7.776567583e-06,0.757626627767239
0.0014,2.414407354,0.7587983364,0.9999769622,-8.990088616e-06,0.757636254443443
0.00145,2.414407353,0.7587982536,0.9999770453,-1.019105641e-05,0.757645880630006
0.0015,2.414407351,0.7587981705,0.9999771276,-1.137780903e-05,0.757656893730284
0.00155,2.41440735,0.7587980872,0.9999772089,-1.254870324e-05,0.757670681049332
0.0016,2.414407348,0.7587980036,0.9999772891,-1.370211664e-05,0.757685855284114
0.00165,2.414407346,0.7587979201,0.9999773681,-1.483644976e-05,0.757702416842492
0.0017,2.414407344,0.7587978366,0.9999774459,-1.59501281e-05,0.757718978419729
0.00175,2.414407342,0.7587977534,0.9999775223,-1.704160417e-05,0.757738314720996
0.0018,2.41440734,0.7587976704,0.9999775971,-1.810935944e-05,0.757760425649692
0.00185,2.414407338,0.7587975879,0.9999776703,-1.915190637e-05,0.757782537105588
0.0019,2.414407335,0.758797506,0.9999777419,-2.016779033e-05,0.757804649187145
0.00195,2.414407333,0.7587974247,0.9999778116,-2.115559157e-05,0.757830923502885
0.002,2.41440733,0.7587973442,0.9999778794,-2.211392703e-05,0.757857198649386
0.00205,2.414407327,0.7587972646,0.9999779452,-2.304145222e-05,0.757884861931541
0.0021,2.414407324,0.758797186,0.9999780089,-2.393686301e-05,0.757913913449512
0.00215,2.414407321,0.7587971085,0.9999780704,-2.479889742e-05,0.757944353303457
0.0022,2.414407318,0.7587970322,0.9999781297,-2.562633736e-05,0.757974794394802
0.00225,2.414407315,0.7587969573,0.9999781866,-2.641801031e-05,0.758008011327176
0.0023,2.414407312,0.7587968838,0.999978241,-2.717279096e-05,0.758042616903705
0.00235,2.414407308,0.7587968119,0.9999782929,-2.788960277e-05,0.758077224121194
0.0024,2.414407305,0.7587967415,0.9999783423,-2.856741955e-05,0.758111832879644
0.00245,2.414407301,0.758796673,0.999978389,-2.920526693e-05,0.758149217987303
0.0025,2.414407297,0.7587966062,0.9999784329,-2.980222381e-05,0.758187992041136
0.00255,2.414407294,0.7587965414,0.9999784741,-3.035742379e-05,0.758225380940755
0.0026,2.41440729,0.7587964787,0.9999785124,-3.087005642e-05,0.758265546388363
0.00265,2.414407286,0.758796418,0.9999785478,-3.133936849e-05,0.758305713888352
0.0027,2.414407282,0.7587963595,0.9999785803,-3.176466523e-05,0.75834588363456
0.00275,2.414407278,0.7587963034,0.9999786097,-3.214531146e-05,0.758388830235238
0.0028,2.414407274,0.7587962496,0.9999786361,-3.248073266e-05,0.758430391985261
0.00285,2.41440727,0.7587961983,0.9999786594,-3.277041594e-05,0.758473343491179
0.0029,2.414407266,0.7587961494,0.9999786796,-3.301391099e-05,0.758516297446716
0.00295,2.414407262,0.7587961032,0.9999786966,-3.321083089e-05,0.758560641356769
0.003,2.414407257,0.7587960596,0.9999787105,-3.336085294e-05,0.758603600722487
0.00305,2.414407253,0.7587960188,0.9999787211,-3.346371933e-05,0.758649337341454
0.0031,2.414407249,0.7587959807,0.9999787285,-3.351923776e-05,0.758693689514707
0.00315,2.414407245,0.7587959455,0.9999787327,-3.352728195e-05,0.7587380446439
0.0032,2.414407241,0.7587959132,0.9999787336,-3.348779206e-05,0.758783789929307
0.00325,2.414407236,0.7587958838,0.9999787313,-3.340077513e-05,0.75882815096746
0.0033,2.414407232,0.7587958575,0.9999787258,-3.326630527e-05,0.758872515161552
0.00335,2.414407228,0.7587958341,0.9999787169,-3.308452389e-05,0.758919656713675
0.0034,2.414407224,0.7587958138,0.9999787049,-3.285563974e-05,0.758962639816612
0.00345,2.41440722,0.7587957966,0.9999786896,-3.257992886e-05,0.75900840047588
0.0035,2.414407216,0.7587957826,0.9999786711,-3.225773458e-05,0.759052777190972
0.00355,2.414407212,0.7587957716,0.9999786495,-3.188946724e-05,0.75909576975865
0.0036,2.414407208,0.7587957639,0.9999786247,-3.14756039e-05,0.759140152880843
0.00365,2.414407204,0.7587957593,0.9999785967,-3.10166879e-05,0.759184539155896
0.0037,2.4144072,0.7587957579,0.9999785657,-3.05133284e-05,0.759226154283259
0.00375,2.414407196,0.7587957597,0.9999785317,-2.996619972e-05,0.759267772661622
0.0038,2.414407193,0.7587957647,0.9999784946,-2.937604063e-05,0.75931078149126
0.00385,2.414407189,0.7587957729,0.9999784546,-2.874365355e-05,0.759351019171508
0.0039,2.414407185,0.7587957843,0.9999784117,-2.806990364e-05,0.759391260101056
0.00395,2.414407182,0.7587957988,0.999978366,-2.735571773e-05,0.75943011697809
0.004,2.414407179,0.7587958165,0.9999783175,-2.660208323e-05,0.759468977102723
0.00405,2.414407175,0.7587958373,0.9999782663,-2.581004683e-05,0.759506453173142
0.0041,2.414407172,0.7587958612,0.9999782125,-2.498071323e-05,0.759542545187646
0.00415,2.414407169,0.7587958882,0.9999781561,-2.411524367e-05,0.75957864034635
0.0042,2.414407166,0.7587959182,0.9999780972,-2.321485441e-05,0.759613351347439
0.00425,2.414407163,0.7587959512,0.9999780359,-2.228081505e-05,0.759646678189214
0.0043,2.414407161,0.7587959871,0.9999779724,-2.131444681e-05,0.759677233569699
0.00435,2.414407158,0.7587960259,0.9999779066,-2.031712068e-05,0.759709179087859
0.0044,2.414407156,0.7587960676,0.9999778387,-1.929025555e-05,0.759738353141489
0.00445,2.414407153,0.758796112,0.9999777687,-1.823531617e-05,0.759767529932359
0.0045,2.414407151,0.7587961591,0.9999776968,-1.715381097e-05,0.759793935053759
0.00455,2.414407149,0.7587962089,0.9999776231,-1.604728994e-05,0.759818955707185
0.0046,2.414407147,0.7587962613,0.9999775477,-1.491734234e-05,0.759842591789397
0.00465,2.414407145,0.7587963162,0.9999774707,-1.37655944e-05,0.759864843198693
0.0047,2.414407143,0.7587963735,0.9999773922,-1.25937068e-05,0.759885709831834
0.00475,2.414407142,0.7587964331,0.9999773122,-1.140337224e-05,0.759906578793556
0.0048,2.414407141,0.758796495,0.9999772311,-1.019631288e-05,0.759921901270438
0.00485,2.414407139,0.7587965591,0.9999771487,-8.974277648e-06,0.75994000037273
0.0049,2.414407138,0.7587966252,0.9999770653,-7.739039617e-06,0.759953939890138
0.00495,2.414407138,0.7587966933,0.999976981,-6.492393272e-06,0.759966494222731
0.005,2.414407137,0.7587967633,0.9999768959,-5.236151741e-06,0.759977663268809
0.00505,2.414407136,0.7587968351,0.9999768102,-3.97214396e-06,0.759986059727938
0.0051,2.414407136,0.7587969085,0.9999767239,-2.702211805e-06,0.759994457792646
0.00515,2.414407136,0.7587969835,0.9999766371,-1.428207205e-06,0.76000147027036
0.0052,2.414407135,0.75879706,0.9999765501,-1.519892625e-07,0.76000432264805
0.00525,2.414407135,0.7587971378,0.9999764629,1.124578676e-06,0.760007176330679
0.0053,2.414407136,0.7587972169,0.9999763757,2.399631974e-06,0.760007256913079
0.00535,2.414407136,0.758797297,0.9999762886,3.671307669e-06,0.760005951293665
0.0054,2.414407137,0.7587973782,0.9999762017,4.937747422e-06,0.760003259570735
0.00545,2.414407137,0.7587974602,0.9999761151,6.197100429e-06,0.759999181444131
0.0055,2.414407138,0.758797543,0.999976029,7.447526355e-06,0.759992329705717
0.00555,2.414407139,0.7587976265,0.9999759435,8.687198265e-06,0.759984091461608
0.0056,2.41440714,0.7587977105,0.9999758587,9.914305525e-06,0.759974466500865
0.00565,2.414407142,0.7587977948,0.9999757747,1.112705667e-05,0.759963454631027
0.0057,2.414407143,0.7587978795,0.9999756917,1.23236822e-05,0.759949668740879
0.00575,2.414407145,0.7587979643,0.9999756098,1.350243736e-05,0.759934495733457
0.0058,2.414407147,0.7587980491,0.9999755291,1.466160491e-05,0.759917935505519
0.00585,2.414407148,0.7587981338,0.9999754497,1.579949779e-05,0.759899987955367
0.0059,2.41440715,0.7587982183,0.9999753718,1.69144618e-05,0.759879265779486
0.00595,2.414407153,0.7587983025,0.9999752954,1.80048781e-05,0.759858543278104
0.006,2.414407155,0.7587983862,0.9999752207,1.906916574e-05,0.759835045847593
0.00605,2.414407157,0.7587984694,0.9999751477,2.010578405e-05,0.759811547889722
0.0061,2.41440716,0.7587985518,0.9999750767,2.111323505e-05,0.759783887495967
0.00615,2.414407163,0.7587986334,0.9999750076,2.20900657e-05,0.759757613470026
0.0062,2.414407166,0.7587987141,0.9999749405,2.303487008e-05,0.759729951311511
0.00625,2.414407168,0.7587987937,0.9999748757,2.394629148e-05,0.759698126413551
0.0063,2.414407171,0.7587988721,0.9999748131,2.482302443e-05,0.759667687476766
0.00635,2.414407175,0.7587989492,0.9999747529,2.566381655e-05,0.759634472800491
0.0064,2.414407178,0.758799025,0.9999746951,2.64674704e-05,0.759601256783417
0.00645,2.414407181,0.7587990992,0.9999746398,2.72328452e-05,0.759566651923728
0.0065,2.414407185,0.7587991719,0.9999745872,2.795885843e-05,0.759529271117909
0.00655,2.414407188,0.7587992428,0.9999745372,2.864448731e-05,0.759493275668005
0.0066,2.414407192,0.7587993119,0.99997449,2.92887702e-05,0.759454503968731
0.00665,2.414407196,0.7587993791,0.9999744456,2.989080786e-05,0.759415730324938
0.0067,2.414407199,0.7587994443,0.999974404,3.04497647e-05,0.759376954632004
0.00675,2.414407203,0.7587995074,0.9999743654,3.096486978e-05,0.759335402389381
0.0068,2.414407207,0.7587995684,0.9999743298,3.143541778e-05,0.759293847992678
0.00685,2.414407211,0.758799627,0.9999742972,3.186076982e-05,0.759252291148055
0.0069,2.414407215,0.7587996833,0.9999742677,3.22403542e-05,0.759209344749077
0.00695,2.414407219,0.7587997371,0.9999742414,3.257366705e-05,0.759165008595584
0.007,2.414407223,0.7587997885,0.9999742181,3.28602728e-05,0.759123444392861
0.00705,2.414407227,0.7587998372,0.9999741981,3.309980459e-05,0.759077715832154
0.0071,2.414407231,0.7587998834,0.9999741813,3.32919645e-05,0.759033371917161
0.00715,2.414407236,0.7587999268,0.9999741677,3.343652379e-05,0.758989025149309
0.0072,2.41440724,0.7587999674,0.9999741573,3.353332296e-05,0.758944675525516
0.00725,2.414407244,0.7588000052,0.9999741503,3.358227168e-05,0.758897548645234
0.0073,2.414407248,0.7588000402,0.9999741464,3.358334867e-05,0.758854580511056
0.00735,2.414407252,0.7588000722,0.9999741459,3.353660142e-05,0.758807447720274
0.0074,2.414407257,0.7588001012,0.9999741486,3.344214584e-05,0.758763086273781
0.00745,2.414407261,0.7588001273,0.9999741546,3.330016587e-05,0.758717334671074
0.0075,2.414407265,0.7588001503,0.9999741639,3.311091287e-05,0.758671579913806
0.00755,2.414407269,0.7588001702,0.9999741763,3.287470502e-05,0.758628596404069
0.0076,2.414407273,0.7588001871,0.999974192,3.259192663e-05,0.758582835434921
0.00765,2.414407277,0.7588002008,0.9999742109,3.22630272e-05,0.758538458414568
0.0077,2.414407281,0.7588002114,0.9999742329,3.188852062e-05,0.758495465441631
0.00775,2.414407285,0.7588002189,0.9999742581,3.146898413e-05,0.758451082112638
0.0078,2.414407289,0.7588002232,0.9999742863,3.100505726e-05,0.758409469932875
0.00785,2.414407293,0.7588002243,0.9999743176,3.049744073e-05,0.758366467300297
0.0079,2.414407297,0.7588002223,0.9999743518,2.994689515e-05,0.758326235918649
0.00795,2.4144073,0.7588002172,0.9999743891,2.935423976e-05,0.758283226985611
0.008,2.414407304,0.7588002089,0.9999744292,2.872035104e-05,0.758244376403777
0.00805,2.414407308,0.7588001975,0.9999744721,2.804616136e-05,0.758205522674344
0.0081,2.414407311,0.758800183,0.9999745178,2.73326574e-05,0.75816666579731
0.00815,2.414407314,0.7588001654,0.9999745662,2.658087863e-05,0.758129192974491
0.0082,2.414407318,0.7588001447,0.9999746172,2.57919157e-05,0.758093104207587
0.00825,2.414407321,0.758800121,0.9999746708,2.496690875e-05,0.758057012396483
0.0083,2.414407324,0.7588000944,0.9999747268,2.410704571e-05,0.758023692044809
0.00835,2.414407327,0.7588000648,0.9999747853,2.321356057e-05,0.75798898145052
0.0084,2.41440733,0.7588000322,0.999974846,2.228773152e-05,0.757958429417635
0.00845,2.414407332,0.7587999968,0.999974909,2.133087909e-05,0.757926487347075
0.0085,2.414407335,0.7587999587,0.9999749742,2.034436425e-05,0.75789592973769
0.00855,2.414407338,0.7587999177,0.9999750413,1.932958652e-05,0.757869530797889
0.0086,2.41440734,0.7587998741,0.9999751104,1.828798197e-05,0.757841742023974
0.00865,2.414407342,0.7587998278,0.9999751814,1.722102123e-05,0.757815337716333
0.0087,2.414407344,0.758799779,0.9999752541,1.61302075e-05,0.757791705280022
0.00875,2.414407346,0.7587997276,0.9999753285,1.501707443e-05,0.757768070214811
0.0088,2.414407348,0.7587996739,0.9999754044,1.388318401e-05,0.75774720722587
0.00885,2.41440735,0.7587996178,0.9999754817,1.273012452e-05,0.757727729011703
0.0089,2.414407351,0.7587995594,0.9999755604,1.155950839e-05,0.757708248472196
0.00895,2.414407352,0.7587994988,0.9999756403,1.037297007e-05,0.757691540115599
0.009,2.414407354,0.7587994361,0.9999757213,9.172163876e-06,0.757676216837336
0.00905,2.414407355,0.7587993715,0.9999758033,7.958761776e-06,0.757662278843729
0.0091,2.414407356,0.7587993048,0.9999758861,6.73445122e-06,0.757651113136751
0.00915,2.414407356,0.7587992364,0.9999759697,5.500932951e-06,0.757639945714632
0.0092,2.414407357,0.7587991662,0.999976054,4.259918812e-06,0.757630163682269
0.00925,2.414407358,0.7587990944,0.9999761388,3.013129532e-06,0.757623154440095
0.0093,2.414407358,0.758799021,0.999976224,1.762292533e-06,0.757617530792776
0.00935,2.414407358,0.7587989462,0.9999763096,5.091397233e-07,0.757611905737117
0.0094,2.414407358,0.7587988701,0.9999763952,-7.445947454e-07,0.757611828180377
0.00945,2.414407358,0.7587987927,0.999976481,-1.997176684e-06,0.757608974923087
0.0095,2.414407357,0.7587987142,0.9999765667,-3.246874058e-06,0.757610282166302
0.00955,2.414407357,0.7587986347,0.9999766522,-4.491959168e-06,0.757612975613032
0.0096,2.414407356,0.7587985543,0.9999767374,-5.730710845e-06,0.757617055363436
0.00965,2.414407356,0.7587984732,0.9999768222,-6.96141666e-06,0.757622521623835
0.0097,2.414407355,0.7587983913,0.9999769064,-8.182375092e-06,0.757630761490044
0.00975,2.414407353,0.7587983089,0.99997699,-9.391897676e-06,0.757639000871072
0.0098,2.414407352,0.758798226,0.9999770728,-1.058831113e-05,0.757650014161311
0.00985,2.414407351,0.7587981428,0.9999771548,-1.176995949e-05,0.757661027168229
0.0099,2.414407349,0.7587980593,0.9999772357,-1.293520623e-05,0.757676201494191
0.00995,2.414407348,0.7587979758,0.9999773156,-1.408243639e-05,0.757689988633959
0.01,2.414407346,0.7587978922,0.9999773942,-1.521005858e-05,0.757707937299251
0.01005,2.414407344,0.7587978088,0.9999774715,-1.631650707e-05,0.757725886183563
0.0101,2.414407342,0.7587977257,0.9999775474,-1.740024375e-05,0.75774522259487
0.01015,2.414407339,0.7587976429,0.9999776217,-1.845976021e-05,0.757767333730526
0.0102,2.414407337,0.7587975605,0.9999776944,-1.949357968e-05,0.757789445296462
0.01025,2.414407335,0.7587974788,0.9999777653,-2.050025895e-05,0.757814331988608
0.0103,2.414407332,0.7587973978,0.9999778344,-2.147839026e-05,0.757839219415974
0.01035,2.414407329,0.7587973176,0.9999779016,-2.24266032e-05,0.757865494872675
0.0104,2.414407326,0.7587972383,0.9999779667,-2.334356652e-05,0.757894545665305
0.01045,2.414407323,0.75879716,0.9999780297,-2.422798997e-05,0.757923597495175
0.0105,2.41440732,0.7587970829,0.9999780904,-2.507862604e-05,0.757955424964375
0.01055,2.414407317,0.7587970071,0.9999781489,-2.589427164e-05,0.75798586656778
0.0106,2.414407314,0.7587969326,0.999978205,-2.667376982e-05,0.758019083915294
0.01065,2.41440731,0.7587968596,0.9999782586,-2.741601134e-05,0.758053690003883
0.0107,2.414407307,0.7587967882,0.9999783097,-2.811993626e-05,0.758088297734973
0.01075,2.414407303,0.7587967185,0.9999783582,-2.878453552e-05,0.758124294410377
0.0108,2.4144073,0.7587966505,0.9999784039,-2.940885238e-05,0.75816306723361
0.01085,2.414407296,0.7587965844,0.999978447,-2.999198384e-05,0.758199067600814
0.0109,2.414407292,0.7587965203,0.9999784872,-3.053308198e-05,0.758239231617662
0.01095,2.414407288,0.7587964582,0.9999785245,-3.103135529e-05,0.758279397683811
0.011,2.414407285,0.7587963983,0.999978559,-3.148606991e-05,0.758318178797444
0.01105,2.414407281,0.7587963406,0.9999785904,-3.189655083e-05,0.758361123762582
0.0111,2.414407277,0.7587962852,0.9999786189,-3.226218298e-05,0.758401296679871
0.01115,2.414407272,0.7587962322,0.9999786442,-3.258241227e-05,0.758445633647283
0.0112,2.414407268,0.7587961817,0.9999786665,-3.285674653e-05,0.758487198770086
0.01125,2.414407264,0.7587961337,0.9999786856,-3.308475649e-05,0.758531540844439
0.0113,2.41440726,0.7587960884,0.9999787016,-3.326607658e-05,0.758574498472917
0.01135,2.414407256,0.7587960457,0.9999787144,-3.340040565e-05,0.75861884595591
0.0114,2.414407252,0.7587960058,0.999978724,-3.348750765e-05,0.758663196291762
0.01145,2.414407248,0.7587959687,0.9999787303,-3.352721219e-05,0.75870893668537
0.0115,2.414407243,0.7587959344,0.9999787334,-3.35194151e-05,0.758753292731722
0.01155,2.414407239,0.7587959031,0.9999787332,-3.346407882e-05,0.75879903903583
0.0116,2.414407235,0.7587958747,0.9999787298,-3.336123271e-05,0.758843401092682
0.01165,2.414407231,0.7587958493,0.9999787232,-3.321097333e-05,0.758887766205475
0.0117,2.414407227,0.758795827,0.9999787133,-3.301346452e-05,0.758933521674482
0.01175,2.414407223,0.7587958077,0.9999787002,-3.276893747e-05,0.758977892996235
0.0118,2.414407219,0.7587957916,0.9999786838,-3.247769068e-05,0.759023654775742
0.01185,2.414407215,0.7587957786,0.9999786643,-3.214008983e-05,0.75906664530618
0.0119,2.414407211,0.7587957687,0.9999786416,-3.175656755e-05,0.759111026192673
0.01195,2.414407207,0.758795762,0.9999786157,-3.132762304e-05,0.759155410333565
0.012,2.414407203,0.7587957585,0.9999785867,-3.085382166e-05,0.759198410527043
0.01205,2.414407199,0.7587957582,0.9999785547,-3.033579433e-05,0.759240026769866
0.0121,2.414407195,0.758795761,0.9999785196,-2.977423695e-05,0.759283033367044
0.01215,2.414407191,0.7587957671,0.9999784816,-2.916990961e-05,0.759323268911753
0.0122,2.414407188,0.7587957763,0.9999784406,-2.852363578e-05,0.759364894810656
0.01225,2.414407184,0.7587957888,0.9999783968,-2.783630127e-05,0.759403749653849
0.0123,2.414407181,0.7587958044,0.9999783501,-2.710885324e-05,0.759443994847998
