"Time","Subsystem #1|CTLs|Vars|Isderr8","Subsystem #1|CTLs|Vars|Isdrefongrid8","Subsystem #1|CTLs|Vars|PrefPV","Subsystem #1|CTLs|Vars|VDCerr","Subsystem #1|CTLs|Vars|udA8"
0.00615,-2.951890537E-4,0.681675748,0.317253973,-7.97795444E-5,-1.036945703E-4
0.0062,-2.963460591E-4,0.6816763256,0.3172542418,-7.929173893E-5,-1.037308896E-4
0.00625,-2.972109938E-4,0.6816770043,0.3172545577,-7.872576497E-5,-1.037599325E-4
0.0063,-2.977829958E-4,0.6816777835,0.3172549203,-7.808217993E-5,-1.0378167E-4
0.00635,-2.980614916E-4,0.6816786623,0.3172553293,-7.736161771E-5,-1.037960804E-4
0.0064,-2.980461969E-4,0.68167964,0.3172557843,-7.65647881E-5,-1.038031494E-4
0.00645,-2.977371167E-4,0.6816807155,0.3172562849,-7.569247608E-5,-1.038028697E-4
0.0065,-2.971345455E-4,0.6816818878,0.3172568305,-7.474554101E-5,-1.037952413E-4
0.00655,-2.962390669E-4,0.6816831558,0.3172574206,-7.372491586E-5,-1.037802715E-4
0.0066,-2.950515532E-4,0.6816845181,0.3172580546,-7.263160622E-5,-1.037579748E-4
0.00665,-2.935731645E-4,0.6816859735,0.317258732,-7.146668935E-5,-1.037283729E-4
0.0067,-2.918053476E-4,0.6816875205,0.3172594519,-7.023131311E-5,-1.036914947E-4
0.00675,-2.897498348E-4,0.6816891575,0.3172602138,-6.892669483E-5,-1.036473763E-4
0.0068,-2.874086419E-4,0.6816908831,0.3172610169,-6.755412012E-5,-1.03596061E-4
0.00685,-2.847840665E-4,0.6816926954,0.3172618604,-6.61149416E-5,-1.03537599E-4
0.0069,-2.818786857E-4,0.6816945927,0.3172627434,-6.461057755E-5,-1.034720477E-4
0.00695,-2.786953536E-4,0.6816965731,0.3172636651,-6.304251055E-5,-1.033994716E-4
0.007,-2.752371986E-4,0.6816986347,0.3172646245,-6.1412286E-5,-1.033199419E-4
0.00705,-2.715076202E-4,0.6817007754,0.3172656208,-5.972151059E-5,-1.032335367E-4
0.0071,-2.675102857E-4,0.6817029931,0.317266653,-5.797185074E-5,-1.031403411E-4
0.00715,-2.63249127E-4,0.6817052857,0.3172677199,-5.616503094E-5,-1.030404466E-4
0.0072,-2.587283362E-4,0.6817076509,0.3172688207,-5.430283207E-5,-1.029339516E-4
0.00725,-2.539523618E-4,0.6817100863,0.3172699541,-5.238708961E-5,-1.028209607E-4
0.0073,-2.489259044E-4,0.6817125895,0.3172711191,-5.04196919E-5,-1.027015853E-4
0.00735,-2.436539118E-4,0.6817151581,0.3172723146,-4.840257819E-5,-1.025759427E-4
0.0074,-2.381415747E-4,0.6817177896,0.3172735393,-4.63377368E-5,-1.024441567E-4
0.00745,-2.32394321E-4,0.6817204813,0.317274792,-4.422720315E-5,-1.023063571E-4
0.0075,-2.264178108E-4,0.6817232306,0.3172760716,-4.207305772E-5,-1.021626795E-4
0.00755,-2.202179308E-4,0.6817260348,0.3172773767,-3.987742403E-5,-1.020132654E-4
0.0076,-2.138007885E-4,0.6817288912,0.317278706,-3.764246653E-5,-1.018582621E-4
0.00765,-2.071727062E-4,0.6817317968,0.3172800583,-3.53703885E-5,-1.016978222E-4
0.0077,-2.003402149E-4,0.6817347489,0.3172814322,-3.306342983E-5,-1.015321038E-4
0.00775,-1.933100475E-4,0.6817377445,0.3172828264,-3.072386484E-5,-1.013612702E-4
0.0078,-1.860891326E-4,0.6817407807,0.3172842394,-2.835400006E-5,-1.011854899E-4
0.00785,-1.786845876E-4,0.6817438545,0.31728567,-2.595617189E-5,-1.010049359E-4
0.0079,-1.711037115E-4,0.6817469629,0.3172871166,-2.353274436E-5,-1.008197864E-4
0.00795,-1.633539777E-4,0.6817501027,0.3172885779,-2.108610678E-5,-1.006302237E-4
0.008,-1.554430269E-4,0.6817532709,0.3172900524,-1.861867138E-5,-1.004364349E-4
0.00805,-1.473786595E-4,0.6817564644,0.3172915387,-1.613287091E-5,-1.00238611E-4
0.0081,-1.391688275E-4,0.6817596801,0.3172930352,-1.363115628E-5,-1.00036947E-4
0.00815,-1.308216272E-4,0.6817629147,0.3172945406,-1.111599413E-5,-9.983164191E-5
0.0082,-1.22345291E-4,0.681766165,0.3172960533,-8.58986438E-6,-9.962289809E-5
0.00825,-1.137481792E-4,0.6817694279,0.3172975719,-6.05525781E-6,-9.941092146E-5
0.0083,-1.050387717E-4,0.6817727002,0.3172990948,-3.514673571E-6,-9.919592111E-5
0.00835,-9.622565978E-5,0.6817759785,0.3173006206,-9.706167523E-7,-9.897810911E-5
0.0084,-8.73175376E-5,0.6817792598,0.3173021477,1.574404107E-6,-9.875770034E-5
0.00845,-7.832319351E-5,0.6817825407,0.3173036746,4.117879482E-6,-9.853491225E-5
0.0085,-6.925150142E-5,0.681785818,0.3173051999,6.657301365E-6,-9.830996463E-5
0.00855,-6.011141197E-5,0.6817890885,0.317306722,9.190165697E-6,-9.808307942E-5
0.0086,-5.091194377E-5,0.6817923489,0.3173082394,1.171397488E-5,-9.785448051E-5
0.00865,-4.166217441E-5,0.6817955961,0.3173097507,1.42262402E-5,-9.762439344E-5
0.0087,-3.237123151E-5,0.6817988268,0.3173112543,1.672448433E-5,-9.739304529E-5
0.00875,-2.304828365E-5,0.6818020379,0.3173127487,1.920624374E-5,-9.716066433E-5
0.0088,-1.370253134E-5,0.6818052262,0.3173142325,2.166907114E-5,-9.69274799E-5
0.00885,-4.343197897E-6,0.6818083885,0.3173157043,2.411053788E-5,-9.669372214E-5
0.0089,5.020479699E-6,0.6818115217,0.3173171625,2.652823637E-5,-9.645962173E-5
0.00895,1.437925994E-5,0.6818146228,0.3173186057,2.891978245E-5,-9.622540972E-5
0.009,2.372390593E-5,0.6818176886,0.3173200326,3.128281773E-5,-9.599131728E-5
0.00905,3.304519455E-5,0.6818207162,0.3173214416,3.361501194E-5,-9.575757545E-5
0.0091,4.233392558E-5,0.6818237026,0.3173228315,3.591406518E-5,-9.552441493E-5
0.00915,5.158093082E-5,0.6818266447,0.3173242008,3.817771027E-5,-9.529206586E-5
0.0092,6.077708315E-5,0.6818295399,0.3173255482,4.040371492E-5,-9.506075757E-5
