Time,Subsystem #1|CTLs|Vars|Psref_PV_R1,Subsystem #1|CTLs|Vars|Vdcmeas2_R1
0.0,0.0013613472723679365,0.000674030688968145
4.9658093004614404e-05,0.0013105985371944056,0.0007223630069525705
0.00010067899541841046,0.0013277076618480304,0.0007538895357686312
0.0001487728314149107,0.0013488827169643378,0.0007254975142669185
0.00019855092016776008,0.0013143768615714532,0.0007510109140234386
0.0002567709396355603,0.0014134352462650817,0.0007592246868351217
0.0002964590009060857,0.0013312370843877688,0.0007659223305024985
0.00035040617820021917,0.0013890639641032886,0.0007680783931368079
0.0003950171976927355,0.0013947531461672735,0.000769000614620033
0.0004465233906393037,0.0013763978943782877,0.0007719675838562818
0.0005207691832404138,0.001375336448142124,0.0007631720007006964
0.000556775730661926,0.0014169674378424332,0.0007690903272585857
0.0006023763711164699,0.001376367260925905,0.0007867833247704431
0.0006349101369822239,0.0013630762035083484,0.0007604453173808657
0.0007068846791798661,0.0013776922628540738,0.0007652542169660205
0.0007628602379738011,0.0014052083383390957,0.0007662052030577166
0.0008249605669626595,0.0014007405718913883,0.0007469056124062731
0.0008550870089076966,0.001412807271338495,0.0007107114136044544
0.000914740751594257,0.0013570928230163233,0.0007843277801759135
0.0009233415003113551,0.0013456964983962882,0.0007564057246116532
0.0010060910616539105,0.0013272591911647283,0.0007472915429450934
0.0010383113818963495,0.0013767687344536338,0.0007526040205694946
0.0010718741651388826,0.0013294331170969392,0.0007336901173473377
0.0011975053875655256,0.0013307849204524087,0.0007355542554665588
0.001218558835167357,0.0013160364050357344,0.0007099233646990037
0.0012603435884865218,0.0013357543528984836,0.0007034951258962724
0.0013040758708637956,0.001302633934890981,0.0006857815723685104
0.0013758626038612165,0.0013441329275306405,0.0006727798007397344
0.001438603755038886,0.0012852469531792383,0.0006874224436125906
0.001437545350895178,0.0012851416454452249,0.0006221683203986481
0.0015150972629187787,0.0012921786576334782,0.0006346712993357247
0.0015943585530770854,0.0012535919446806777,0.0006235619735834669
0.0016142748664138022,0.0011953388230066635,0.0005656201334966185
0.0016702000959183617,0.0011844041840922517,0.000554461488713125
0.001649004809890231,0.0012014631855606262,0.0005654190771583931
0.001751316408366433,0.0011684012407015794,0.0005105069679163647
0.0017969279249096133,0.0011073134882498552,0.0005044550799829303
0.0018698503233484463,0.001129287878005607,0.00046872599665748345
0.0018919544034854512,0.0011210607593657167,0.00045095113729308635
0.0020144931615558633,0.0011140157430913496,0.000425987774555635
0.001982039342891547,0.0010759136277464732,0.0004147723140401414
0.002068163557859992,0.0010504020171651883,0.00038232080286201945
0.0021245935050662325,0.0010464252491387887,0.0003569480794890214
0.0021821144243611805,0.0009816906809818472,0.00031687189291013053
0.0021759241422500434,0.0009800510247468558,0.00030873856974678943
0.0022372597754445954,0.0009902929330591135,0.0002748114014556801
0.0022815272589785844,0.0009246169480110666,0.0002468837121863755
0.0023660060689992806,0.0009051797792767652,0.00020607512997125705
0.0023331766043795926,0.0008884670019225518,0.00018709382078256224
0.002378759215515407,0.0008420000042609726,0.00016096574069780108
0.0025625217441425075,0.0008372594786575884,0.00012899496560758055
0.002610497093445729,0.0007836123508716539,9.684767047739774e-05
0.0026233289862915773,0.0007763387645336997,7.114387188783428e-05
0.0026984273837412096,0.0007367952967153247,4.179901382608495e-05
0.0027147121950094884,0.0007203388739127021,1.3015096630340443e-05
0.0027671269948825526,0.0006738434151654753,-1.6241764737916133e-05
0.002894180216087873,0.0006593919700420368,-4.604975209470503e-05
0.0028399180694074597,0.0006578276491630681,-7.558611851244578e-05
0.002973599700073476,0.0006122989590079961,-0.0001010597219197071
0.002959016253869493,0.0006011366477613137,-0.00013584135976570116
0.003013081395342965,0.0005665975360547146,-0.00015778128694182941
0.0030469146320578283,0.0005272066967417074,-0.00018699907525798775
0.0030866411296236696,0.0005296718005938538,-0.00021646735659643307
0.0031900832710310204,0.00047763255266752445,-0.0002450802816267679
0.0031607272173948264,0.0004694494399471699,-0.00027034723222722323
0.003199528789412479,0.00043638483905397696,-0.0003023127303043201
0.0034164673736585952,0.0004117367288928311,-0.0003378704948801561
0.0033642279344839178,0.000393901457902434,-0.00034697583855695946
0.003427425972005026,0.00035536670882674933,-0.00038592636982120706
0.003452512896292214,0.0003259905298003702,-0.00041741636929832005
0.003406944995571216,0.00030218245175324317,-0.00044605758566541653
0.0035236745652526876,0.000286742166860648,-0.0004548563938897397
0.003657698853919809,0.00027682996529971416,-0.0004877159540466732
0.0036652199613421248,0.0002451031004191028,-0.0004813540084776907
0.0036895827713203195,0.0002338524478665422,-0.0005095021307126515
0.00396110829725321,0.00021409886739325092,-0.0005272001418188653
0.003865136556576141,0.00019071663490308874,-0.0005518049847639413
0.003730426259142822,0.00017464614612085533,-0.0005698472088092419
0.0038339768106108603,0.0001576752024824231,-0.0006001656005264204
0.003856789170558852,0.00013293213910955595,-0.000633994635205757
0.0038569373673862724,0.0001209082779038306,-0.0006427086291995761
0.004190973984521068,0.00010583923316868916,-0.0006465661785643143
0.003992405144189262,9.466991979722672e-05,-0.0006535302207998225
0.0041875835171483605,7.88602707662465e-05,-0.0007118256318724618
0.004260584672162205,6.451223723173937e-05,-0.0006957585538119554
0.004182620556839971,5.434488152638111e-05,-0.000694855748999554
0.004289279778896871,4.3734315276379986e-05,-0.0007461369614647206
0.0042886237211757355,3.2374591396822666e-05,-0.0007219095966646317
