Epoch,Time (seconds)
1000,8.238149642944336
2000,16.040228128433228
3000,24.0325288772583
4000,31.993115425109863
5000,39.76810812950134
6000,47.68981051445007
7000,55.49595594406128
8000,63.40859246253967
9000,71.21164846420288
10000,79.37140011787415
11000,87.12114834785461
12000,95.12350630760193
13000,103.06152510643005
14000,111.01375269889832
15000,118.94195771217346
16000,126.86278319358826
17000,134.77636909484863
18000,142.4477939605713
19000,150.37615084648132
20000,158.0628719329834
21000,166.00515794754028
22000,173.47049283981323
23000,181.41167831420898
24000,189.31897139549255
25000,197.31747007369995
26000,205.4736623764038
27000,213.32925057411194
28000,221.49153757095337
29000,229.43282890319824
30000,237.23175740242004
31000,245.1108808517456
32000,253.14958882331848
33000,260.9073567390442
34000,268.55534958839417
35000,276.6250042915344
36000,284.4457857608795
37000,292.4331781864166
38000,300.29906272888184
39000,308.2883548736572
40000,316.3961236476898
41000,324.2718687057495
42000,331.9894189834595
43000,339.7951273918152
44000,347.845911026001
45000,355.75456500053406
46000,363.7717881202698
47000,371.9781849384308
48000,380.22894048690796
49000,388.87057662010193
50000,396.9947466850281
51000,404.76469016075134
52000,412.6676547527313
53000,420.41598749160767
54000,428.31218457221985
55000,436.33537697792053
56000,444.3347542285919
57000,452.2733521461487
58000,460.1555483341217
59000,468.10688042640686
60000,476.0455434322357
61000,483.9310817718506
62000,491.70085310935974
63000,499.5354106426239
64000,507.36005997657776
65000,515.2394032478333
66000,523.1163506507874
67000,531.0785806179047
68000,538.7002913951874
69000,546.400883436203
70000,554.2758493423462
71000,562.0767033100128
72000,569.9672148227692
73000,577.6644027233124
74000,585.5040764808655
75000,593.1718018054962
76000,601.1751866340637
77000,609.0267465114594
78000,617.0316908359528
79000,625.0221037864685
80000,632.8899188041687
81000,640.823837518692
82000,648.6336328983307
83000,656.4442896842957
84000,664.0931172370911
85000,672.0401153564453
86000,679.9320704936981
87000,687.8738214969635
88000,695.6630222797394
89000,703.6347992420197
90000,711.4666011333466
91000,719.3387515544891
92000,727.2861309051514
93000,735.0545268058777
94000,742.8839209079742
95000,750.8493459224701
96000,758.7486302852631
97000,766.7235298156738
98000,774.6722838878632
99000,782.2961709499359
100000,790.258574962616
101000,798.1963078975677
102000,806.025226354599
103000,813.9183530807495
104000,821.6965591907501
105000,829.5465936660767
106000,837.4484267234802
107000,845.4403214454651
108000,853.2866089344025
109000,861.2203347682953
110000,868.9169809818268
111000,876.8296647071838
112000,884.3531038761139
113000,892.1320271492004
114000,900.001540184021
115000,907.6046509742737
116000,915.3703231811523
117000,923.2656271457672
118000,931.1553161144257
119000,939.0327010154724
120000,947.0550305843353
121000,954.9193513393402
122000,963.0402529239655
123000,970.929238319397
124000,978.8598139286041
125000,986.7016923427582
126000,994.5642764568329
127000,1002.456748008728
128000,1010.1206676959991
129000,1017.9154090881348
130000,1025.4994702339172
131000,1033.5458874702454
132000,1041.449788570404
133000,1049.3961863517761
134000,1057.3663420677185
135000,1065.378615617752
136000,1073.1619534492493
137000,1081.1229507923126
138000,1088.978022813797
139000,1096.6542222499847
140000,1104.4857368469238
141000,1112.4172356128693
142000,1120.2861094474792
143000,1128.3176500797272
144000,1136.3158812522888
145000,1144.1554908752441
146000,1152.2026553153992
147000,1160.1232707500458
148000,1167.9798564910889
149000,1175.9235398769379
150000,1183.64453291893
151000,1191.5094969272614
152000,1199.5022716522217
153000,1207.421846628189
154000,1215.1797723770142
155000,1223.2859468460083
156000,1231.1670770645142
157000,1239.391975402832
158000,1247.2963490486145
159000,1255.192586183548
160000,1263.106157541275
161000,1270.9119973182678
162000,1278.745180606842
163000,1287.0823950767517
164000,1295.1216905117035
165000,1302.9781410694122
166000,1310.8389241695404
167000,1318.7608211040497
168000,1326.655912399292
169000,1334.5435333251953
170000,1342.5776302814484
171000,1350.4337010383606
172000,1358.2394444942474
173000,1366.2412323951721
174000,1374.14936709404
175000,1382.2056045532227
176000,1390.075810432434
177000,1398.09082198143
178000,1405.966585636139
179000,1413.8078126907349
180000,1421.847558259964
181000,1429.8129222393036
182000,1437.6068801879883
183000,1445.2985064983368
184000,1453.1023077964783
185000,1460.9511995315552
186000,1468.925787448883
187000,1477.055144071579
188000,1485.1060073375702
189000,1493.216120004654
190000,1501.0665168762207
191000,1508.7783110141754
192000,1516.3910601139069
193000,1524.0683059692383
194000,1532.146312236786
195000,1540.0849719047546
196000,1547.8488540649414
197000,1556.045037984848
198000,1563.9083065986633
199000,1571.758415222168
200000,1579.4758970737457
201000,1587.339769601822
202000,1594.8265948295593
203000,1602.7835493087769
204000,1610.6554000377655
205000,1618.5803940296173
206000,1626.166584968567
207000,1633.8897478580475
208000,1642.2986285686493
209000,1650.2255260944366
210000,1658.08171749115
211000,1666.1033844947815
212000,1673.8474156856537
213000,1681.6830406188965
214000,1689.40443110466
215000,1697.2255356311798
216000,1705.1031205654144
217000,1712.734617948532
218000,1720.5810430049896
219000,1728.6450889110565
220000,1736.2551021575928
221000,1744.0071558952332
222000,1751.7279036045074
223000,1759.6921014785767
224000,1767.3972890377045
225000,1775.1092736721039
226000,1782.8002407550812
227000,1790.4616293907166
228000,1798.2253608703613
229000,1805.8118522167206
230000,1813.38494181633
231000,1821.1330716609955
232000,1829.132562637329
233000,1837.0780174732208
234000,1844.9219906330109
235000,1852.6156404018402
236000,1860.6725063323975
237000,1868.4820806980133
238000,1876.2960214614868
239000,1883.888644695282
240000,1891.7780921459198
241000,1899.4293570518494
242000,1907.5031743049622
243000,1915.4329607486725
244000,1923.2519800662994
245000,1931.2325959205627
