0 [1.00e+00, 1.00e+00, 1.00e+00]
200 [9.05e-01, 9.69e-01, 1.00e+00]
400 [8.00e-01, 9.69e-01, 1.00e+00]
600 [6.65e-01, 9.67e-01, 1.00e+00]
800 [6.26e-01, 9.25e-01, 1.00e+00]
1000 [5.50e-01, 8.66e-01, 1.00e+00]
1200 [5.12e-01, 8.01e-01, 1.00e+00]
1400 [4.87e-01, 7.52e-01, 1.00e+00]
1600 [4.67e-01, 7.29e-01, 1.00e+00]
1800 [4.52e-01, 7.03e-01, 1.00e+00]
2000 [4.46e-01, 6.75e-01, 1.01e+00]
2200 [4.43e-01, 6.44e-01, 1.01e+00]
2400 [4.39e-01, 6.26e-01, 1.01e+00]
2600 [4.32e-01, 6.07e-01, 1.01e+00]
2800 [4.27e-01, 5.78e-01, 1.01e+00]
3000 [4.22e-01, 5.44e-01, 1.01e+00]
3200 [4.18e-01, 4.99e-01, 1.01e+00]
3400 [4.15e-01, 4.46e-01, 1.01e+00]
3600 [4.13e-01, 3.82e-01, 1.01e+00]
3800 [4.12e-01, 3.22e-01, 1.01e+00]
4000 [4.11e-01, 2.70e-01, 1.01e+00]
4200 [4.10e-01, 2.28e-01, 1.01e+00]
4400 [4.09e-01, 1.90e-01, 1.01e+00]
4600 [4.09e-01, 1.58e-01, 1.01e+00]
4800 [4.07e-01, 1.34e-01, 1.01e+00]
5000 [4.06e-01, 1.20e-01, 1.01e+00]
5200 [4.06e-01, 1.11e-01, 1.01e+00]
5400 [4.05e-01, 1.05e-01, 1.01e+00]
5600 [4.04e-01, 1.03e-01, 1.01e+00]
5800 [4.04e-01, 1.05e-01, 1.01e+00]
6000 [4.04e-01, 1.11e-01, 1.00e+00]
6200 [4.03e-01, 1.20e-01, 1.00e+00]
6400 [4.03e-01, 1.33e-01, 1.00e+00]
6600 [4.04e-01, 1.39e-01, 1.01e+00]
6800 [4.03e-01, 1.36e-01, 1.01e+00]
7000 [4.03e-01, 1.39e-01, 1.01e+00]
7200 [4.04e-01, 1.37e-01, 1.01e+00]
7400 [4.05e-01, 1.32e-01, 1.01e+00]
7600 [4.04e-01, 1.33e-01, 1.01e+00]
7800 [4.05e-01, 1.32e-01, 1.01e+00]
8000 [4.05e-01, 1.31e-01, 1.01e+00]
8200 [4.06e-01, 1.19e-01, 1.02e+00]
8400 [4.05e-01, 1.31e-01, 1.02e+00]
8600 [4.05e-01, 1.28e-01, 1.02e+00]
8800 [4.05e-01, 1.19e-01, 1.02e+00]
9000 [4.04e-01, 1.32e-01, 1.02e+00]
9200 [4.05e-01, 1.30e-01, 1.03e+00]
9400 [4.05e-01, 1.27e-01, 1.03e+00]
9600 [4.04e-01, 1.18e-01, 1.04e+00]
9800 [4.04e-01, 1.34e-01, 1.04e+00]
10000 [4.04e-01, 1.32e-01, 1.04e+00]
10200 [4.04e-01, 1.29e-01, 1.05e+00]
10400 [4.04e-01, 1.21e-01, 1.06e+00]
10600 [4.03e-01, 1.37e-01, 1.06e+00]
10800 [4.04e-01, 1.32e-01, 1.07e+00]
11000 [4.04e-01, 1.21e-01, 1.08e+00]
11200 [4.03e-01, 1.38e-01, 1.08e+00]
11400 [4.03e-01, 1.35e-01, 1.10e+00]
11600 [4.04e-01, 1.31e-01, 1.12e+00]
11800 [4.03e-01, 1.24e-01, 1.13e+00]
12000 [4.03e-01, 1.40e-01, 1.15e+00]
12200 [4.03e-01, 1.39e-01, 1.17e+00]
12400 [4.04e-01, 1.38e-01, 1.20e+00]
12600 [4.04e-01, 1.33e-01, 1.23e+00]
12800 [4.03e-01, 1.50e-01, 1.24e+00]
13000 [4.03e-01, 1.49e-01, 1.27e+00]
13200 [4.03e-01, 1.47e-01, 1.31e+00]
13400 [4.03e-01, 1.46e-01, 1.35e+00]
13600 [4.03e-01, 1.42e-01, 1.39e+00]
13800 [4.02e-01, 1.55e-01, 1.41e+00]
14000 [4.03e-01, 1.52e-01, 1.45e+00]
14200 [4.03e-01, 1.49e-01, 1.50e+00]
14400 [4.03e-01, 1.44e-01, 1.53e+00]
14600 [4.02e-01, 1.40e-01, 1.55e+00]
14800 [4.02e-01, 1.43e-01, 1.58e+00]
15000 [4.02e-01, 1.35e-01, 1.60e+00]
15200 [4.03e-01, 1.26e-01, 1.61e+00]
15400 [4.02e-01, 1.21e-01, 1.60e+00]
15600 [4.02e-01, 1.14e-01, 1.59e+00]
15800 [4.03e-01, 1.11e-01, 1.60e+00]
16000 [4.03e-01, 1.07e-01, 1.60e+00]
16200 [4.03e-01, 1.08e-01, 1.60e+00]
16400 [4.03e-01, 1.09e-01, 1.61e+00]
16600 [4.04e-01, 1.10e-01, 1.63e+00]
16800 [4.04e-01, 1.08e-01, 1.65e+00]
17000 [4.04e-01, 1.07e-01, 1.66e+00]
17200 [4.04e-01, 1.10e-01, 1.67e+00]
17400 [4.04e-01, 1.10e-01, 1.70e+00]
17600 [4.04e-01, 1.09e-01, 1.70e+00]
17800 [4.04e-01, 1.09e-01, 1.73e+00]
18000 [4.04e-01, 1.08e-01, 1.74e+00]
18200 [4.04e-01, 1.08e-01, 1.77e+00]
18400 [4.04e-01, 1.05e-01, 1.78e+00]
18600 [4.04e-01, 1.07e-01, 1.81e+00]
18800 [4.03e-01, 1.05e-01, 1.82e+00]
19000 [4.03e-01, 1.08e-01, 1.84e+00]
19200 [4.03e-01, 1.09e-01, 1.87e+00]
19400 [4.03e-01, 1.08e-01, 1.89e+00]
19600 [4.03e-01, 1.10e-01, 1.91e+00]
19800 [4.03e-01, 1.11e-01, 1.93e+00]
20000 [4.03e-01, 1.10e-01, 1.96e+00]
20200 [4.03e-01, 1.11e-01, 1.97e+00]
20400 [4.03e-01, 1.15e-01, 2.00e+00]
20600 [4.02e-01, 1.16e-01, 2.02e+00]
20800 [4.02e-01, 1.16e-01, 2.02e+00]
21000 [4.02e-01, 1.15e-01, 2.05e+00]
21200 [4.02e-01, 1.19e-01, 2.06e+00]
21400 [4.02e-01, 1.22e-01, 2.09e+00]
21600 [4.02e-01, 1.24e-01, 2.11e+00]
21800 [4.02e-01, 1.26e-01, 2.12e+00]
22000 [4.01e-01, 1.28e-01, 2.16e+00]
22200 [4.02e-01, 1.26e-01, 2.16e+00]
22400 [4.01e-01, 1.33e-01, 2.19e+00]
22600 [4.01e-01, 1.35e-01, 2.20e+00]
22800 [4.01e-01, 1.38e-01, 2.24e+00]
23000 [4.01e-01, 1.39e-01, 2.26e+00]
23200 [4.01e-01, 1.43e-01, 2.28e+00]
23400 [4.01e-01, 1.41e-01, 2.31e+00]
23600 [4.01e-01, 1.43e-01, 2.33e+00]
23800 [4.01e-01, 1.46e-01, 2.34e+00]
24000 [4.01e-01, 1.55e-01, 2.37e+00]
24200 [4.00e-01, 1.58e-01, 2.38e+00]
24400 [4.00e-01, 1.62e-01, 2.41e+00]
24600 [4.01e-01, 1.61e-01, 2.44e+00]
24800 [4.01e-01, 1.65e-01, 2.45e+00]
25000 [4.00e-01, 1.71e-01, 2.48e+00]
25200 [4.00e-01, 1.76e-01, 2.51e+00]
25400 [4.00e-01, 1.77e-01, 2.52e+00]
25600 [4.00e-01, 1.82e-01, 2.54e+00]
25800 [4.00e-01, 1.86e-01, 2.57e+00]
26000 [4.00e-01, 1.81e-01, 2.59e+00]
26200 [4.00e-01, 1.84e-01, 2.63e+00]
26400 [4.00e-01, 1.90e-01, 2.63e+00]
26600 [4.00e-01, 1.97e-01, 2.66e+00]
26800 [4.00e-01, 2.01e-01, 2.68e+00]
27000 [4.00e-01, 2.04e-01, 2.69e+00]
27200 [4.00e-01, 2.06e-01, 2.72e+00]
27400 [4.00e-01, 2.05e-01, 2.72e+00]
27600 [4.00e-01, 1.97e-01, 2.74e+00]
27800 [3.99e-01, 2.18e-01, 2.74e+00]
28000 [3.99e-01, 2.21e-01, 2.78e+00]
28200 [3.99e-01, 2.11e-01, 2.80e+00]
28400 [4.00e-01, 2.16e-01, 2.80e+00]
28600 [4.00e-01, 2.22e-01, 2.84e+00]
28800 [4.00e-01, 2.20e-01, 2.84e+00]
29000 [3.99e-01, 2.21e-01, 2.84e+00]
29200 [4.00e-01, 2.22e-01, 2.87e+00]
29400 [3.99e-01, 2.28e-01, 2.90e+00]
29600 [3.99e-01, 2.30e-01, 2.89e+00]
29800 [3.99e-01, 2.26e-01, 2.91e+00]
30000 [3.99e-01, 2.36e-01, 2.94e+00]
30200 [3.99e-01, 2.41e-01, 2.94e+00]
30400 [3.99e-01, 2.42e-01, 2.97e+00]
30600 [3.99e-01, 2.42e-01, 2.95e+00]
30800 [3.99e-01, 2.31e-01, 2.98e+00]
31000 [3.99e-01, 2.39e-01, 3.02e+00]
31200 [3.99e-01, 2.47e-01, 3.01e+00]
31400 [3.99e-01, 2.46e-01, 3.03e+00]
31600 [3.99e-01, 2.52e-01, 3.05e+00]
31800 [3.99e-01, 2.46e-01, 3.06e+00]
32000 [3.99e-01, 2.38e-01, 3.07e+00]
32200 [4.00e-01, 2.46e-01, 3.12e+00]
32400 [3.99e-01, 2.53e-01, 3.11e+00]
32600 [3.99e-01, 2.48e-01, 3.12e+00]
32800 [4.00e-01, 2.52e-01, 3.14e+00]
33000 [3.99e-01, 2.65e-01, 3.18e+00]
33200 [3.99e-01, 2.64e-01, 3.17e+00]
33400 [4.00e-01, 2.49e-01, 3.17e+00]
33600 [4.00e-01, 2.70e-01, 3.20e+00]
33800 [4.00e-01, 2.65e-01, 3.24e+00]
34000 [4.00e-01, 2.67e-01, 3.24e+00]
34200 [4.00e-01, 2.67e-01, 3.24e+00]
34400 [4.00e-01, 2.74e-01, 3.28e+00]
34600 [4.00e-01, 2.72e-01, 3.27e+00]
34800 [4.00e-01, 2.62e-01, 3.29e+00]
35000 [4.00e-01, 2.70e-01, 3.31e+00]
35200 [4.00e-01, 2.83e-01, 3.36e+00]
35400 [4.00e-01, 2.71e-01, 3.35e+00]
35600 [4.00e-01, 2.73e-01, 3.36e+00]
35800 [4.00e-01, 2.77e-01, 3.38e+00]
36000 [4.00e-01, 2.94e-01, 3.38e+00]
36200 [4.01e-01, 2.85e-01, 3.40e+00]
36400 [4.01e-01, 2.85e-01, 3.40e+00]
36600 [4.01e-01, 2.88e-01, 3.42e+00]
36800 [4.01e-01, 2.91e-01, 3.45e+00]
37000 [4.01e-01, 2.88e-01, 3.45e+00]
37200 [4.01e-01, 2.91e-01, 3.45e+00]
37400 [4.01e-01, 2.93e-01, 3.48e+00]
37600 [4.01e-01, 2.88e-01, 3.47e+00]
37800 [4.01e-01, 2.95e-01, 3.51e+00]
38000 [4.01e-01, 2.98e-01, 3.52e+00]
38200 [4.01e-01, 2.92e-01, 3.51e+00]
38400 [4.02e-01, 2.93e-01, 3.51e+00]
38600 [4.02e-01, 2.90e-01, 3.53e+00]
38800 [4.02e-01, 2.91e-01, 3.53e+00]
39000 [4.02e-01, 2.88e-01, 3.53e+00]
39200 [4.02e-01, 2.85e-01, 3.54e+00]
39400 [4.02e-01, 2.84e-01, 3.55e+00]
39600 [4.02e-01, 2.94e-01, 3.55e+00]
39800 [4.02e-01, 2.92e-01, 3.58e+00]
40000 [4.02e-01, 2.92e-01, 3.57e+00]
40200 [4.02e-01, 2.92e-01, 3.57e+00]
40400 [4.02e-01, 2.91e-01, 3.59e+00]
40600 [4.02e-01, 2.78e-01, 3.58e+00]
40800 [4.02e-01, 2.88e-01, 3.60e+00]
41000 [4.02e-01, 2.86e-01, 3.59e+00]
41200 [4.02e-01, 2.86e-01, 3.59e+00]
41400 [4.02e-01, 2.87e-01, 3.59e+00]
41600 [4.02e-01, 2.76e-01, 3.59e+00]
41800 [4.02e-01, 2.81e-01, 3.62e+00]
42000 [4.02e-01, 2.81e-01, 3.58e+00]
42200 [4.02e-01, 2.75e-01, 3.58e+00]
42400 [4.02e-01, 2.82e-01, 3.60e+00]
42600 [4.02e-01, 2.80e-01, 3.60e+00]
42800 [4.02e-01, 2.77e-01, 3.59e+00]
43000 [4.02e-01, 2.79e-01, 3.59e+00]
43200 [4.02e-01, 2.77e-01, 3.60e+00]
43400 [4.02e-01, 2.70e-01, 3.61e+00]
43600 [4.02e-01, 2.69e-01, 3.60e+00]
43800 [4.02e-01, 2.79e-01, 3.58e+00]
44000 [4.02e-01, 2.66e-01, 3.58e+00]
44200 [4.02e-01, 2.71e-01, 3.58e+00]
44400 [4.02e-01, 2.75e-01, 3.56e+00]
44600 [4.02e-01, 2.67e-01, 3.58e+00]
44800 [4.02e-01, 2.68e-01, 3.57e+00]
45000 [4.02e-01, 2.73e-01, 3.56e+00]
45200 [4.02e-01, 2.67e-01, 3.56e+00]
45400 [4.02e-01, 2.69e-01, 3.56e+00]
45600 [4.02e-01, 2.65e-01, 3.56e+00]
45800 [4.02e-01, 2.70e-01, 3.56e+00]
46000 [4.02e-01, 2.69e-01, 3.57e+00]
46200 [4.02e-01, 2.67e-01, 3.54e+00]
46400 [4.02e-01, 2.66e-01, 3.55e+00]
46600 [4.02e-01, 2.64e-01, 3.55e+00]
46800 [4.02e-01, 2.65e-01, 3.55e+00]
47000 [4.02e-01, 2.65e-01, 3.53e+00]
47200 [4.02e-01, 2.66e-01, 3.53e+00]
47400 [4.02e-01, 2.65e-01, 3.52e+00]
47600 [4.02e-01, 2.61e-01, 3.51e+00]
47800 [4.02e-01, 2.58e-01, 3.52e+00]
48000 [4.02e-01, 2.57e-01, 3.53e+00]
48200 [4.02e-01, 2.62e-01, 3.51e+00]
48400 [4.02e-01, 2.59e-01, 3.50e+00]
48600 [4.02e-01, 2.57e-01, 3.50e+00]
48800 [4.02e-01, 2.57e-01, 3.49e+00]
49000 [4.02e-01, 2.57e-01, 3.51e+00]
49200 [4.02e-01, 2.55e-01, 3.50e+00]
49400 [4.02e-01, 2.59e-01, 3.50e+00]
49600 [4.02e-01, 2.60e-01, 3.48e+00]
49800 [4.02e-01, 2.59e-01, 3.48e+00]
50000 [4.03e-01, 2.56e-01, 3.47e+00]
50200 [4.02e-01, 2.55e-01, 3.46e+00]
50400 [4.02e-01, 2.50e-01, 3.46e+00]
50600 [4.03e-01, 2.49e-01, 3.44e+00]
50800 [4.02e-01, 2.52e-01, 3.44e+00]
51000 [4.02e-01, 2.56e-01, 3.43e+00]
51200 [4.02e-01, 2.43e-01, 3.41e+00]
51400 [4.02e-01, 2.49e-01, 3.44e+00]
51600 [4.02e-01, 2.51e-01, 3.41e+00]
51800 [4.02e-01, 2.45e-01, 3.42e+00]
52000 [4.02e-01, 2.46e-01, 3.39e+00]
52200 [4.02e-01, 2.51e-01, 3.39e+00]
52400 [4.02e-01, 2.48e-01, 3.39e+00]
52600 [4.02e-01, 2.45e-01, 3.39e+00]
52800 [4.02e-01, 2.44e-01, 3.35e+00]
53000 [4.02e-01, 2.45e-01, 3.35e+00]
53200 [4.02e-01, 2.49e-01, 3.37e+00]
53400 [4.02e-01, 2.42e-01, 3.35e+00]
53600 [4.02e-01, 2.47e-01, 3.34e+00]
53800 [4.02e-01, 2.46e-01, 3.34e+00]
54000 [4.02e-01, 2.44e-01, 3.33e+00]
54200 [4.03e-01, 2.43e-01, 3.31e+00]
54400 [4.02e-01, 2.37e-01, 3.33e+00]
54600 [4.02e-01, 2.37e-01, 3.31e+00]
54800 [4.02e-01, 2.39e-01, 3.29e+00]
55000 [4.02e-01, 2.37e-01, 3.29e+00]
55200 [4.02e-01, 2.37e-01, 3.27e+00]
55400 [4.02e-01, 2.39e-01, 3.25e+00]
55600 [4.02e-01, 2.36e-01, 3.26e+00]
55800 [4.03e-01, 2.36e-01, 3.24e+00]
56000 [4.02e-01, 2.35e-01, 3.23e+00]
56200 [4.03e-01, 2.34e-01, 3.22e+00]
56400 [4.02e-01, 2.33e-01, 3.21e+00]
56600 [4.02e-01, 2.35e-01, 3.20e+00]
56800 [4.03e-01, 2.28e-01, 3.19e+00]
57000 [4.03e-01, 2.30e-01, 3.14e+00]
57200 [4.02e-01, 2.23e-01, 3.15e+00]
57400 [4.03e-01, 2.30e-01, 3.14e+00]
57600 [4.02e-01, 2.28e-01, 3.15e+00]
57800 [4.02e-01, 2.28e-01, 3.13e+00]
58000 [4.02e-01, 2.22e-01, 3.11e+00]
58200 [4.02e-01, 2.25e-01, 3.09e+00]
