Epoch,Time (seconds)
1000,17.124017238616943
2000,33.70532536506653
3000,49.81205892562866
4000,66.55095934867859
5000,82.89960241317749
6000,99.61405634880066
7000,116.27848219871521
8000,133.05756068229675
9000,148.53915071487427
10000,165.21474313735962
11000,182.47839260101318
12000,199.76383924484253
13000,217.60848593711853
14000,235.43446493148804
15000,250.92518281936646
16000,267.9003345966339
17000,283.8346917629242
18000,300.0531659126282
19000,316.7766001224518
20000,334.2834370136261
21000,350.4727783203125
22000,366.99870777130127
23000,383.15176463127136
24000,399.60313391685486
25000,416.9029440879822
26000,433.88104939460754
27000,450.18720722198486
28000,467.8068253993988
29000,484.5367386341095
30000,500.58783888816833
31000,517.2028908729553
32000,534.3761885166168
33000,551.5710654258728
34000,568.1034872531891
35000,584.8265173435211
36000,601.1270203590393
37000,617.9953012466431
38000,634.94273853302
39000,650.7198882102966
40000,667.2320873737335
41000,683.0294330120087
42000,699.3736364841461
43000,714.734123468399
44000,731.4580602645874
45000,747.327910900116
46000,764.2628536224365
47000,780.714460849762
48000,796.6567349433899
49000,812.9000096321106
50000,829.8602223396301
51000,846.8109185695648
52000,863.3625380992889
53000,880.7993896007538
54000,897.2765390872955
55000,914.5648307800293
56000,931.9223489761353
57000,948.803103685379
58000,965.5676035881042
59000,982.0050966739655
60000,996.9440429210663
61000,1013.1712577342987
62000,1029.5419766902924
63000,1046.0304610729218
64000,1062.936086654663
65000,1078.8641529083252
66000,1094.97163772583
67000,1112.286375761032
68000,1128.216649055481
69000,1145.2230496406555
70000,1161.7063672542572
71000,1178.9714243412018
72000,1195.197450876236
73000,1211.5091497898102
74000,1227.3788588047028
75000,1245.0794594287872
76000,1262.3940632343292
77000,1278.8521053791046
78000,1295.0733320713043
79000,1310.5809552669525
80000,1326.2697143554688
81000,1341.9684371948242
82000,1359.9917483329773
83000,1376.149718761444
84000,1392.7759642601013
85000,1408.5495600700378
86000,1424.58669424057
87000,1440.9070644378662
88000,1457.1589131355286
89000,1473.3483769893646
90000,1489.2871794700623
91000,1505.7591683864594
92000,1521.5055668354034
93000,1537.5474300384521
94000,1553.8026282787323
95000,1570.435233592987
96000,1586.3235318660736
97000,1601.927979707718
98000,1618.301011800766
99000,1633.9833369255066
100000,1649.9227857589722
101000,1666.6426436901093
102000,1683.095363855362
103000,1700.2781534194946
104000,1716.2726159095764
105000,1732.6989130973816
106000,1749.135850906372
107000,1765.3802008628845
108000,1782.0988547801971
109000,1797.6143980026245
110000,1815.5020914077759
111000,1834.4193148612976
112000,1853.447646856308
113000,1873.5711953639984
114000,1893.418695449829
115000,1912.4670674800873
116000,1931.7392489910126
117000,1950.9486413002014
118000,1970.716645002365
119000,1989.2037014961243
120000,2006.167397737503
121000,2025.6202642917633
122000,2044.2393984794617
123000,2063.4565477371216
124000,2082.42019367218
125000,2102.111433029175
126000,2119.570826292038
127000,2138.1684064865112
128000,2156.2432148456573
129000,2174.7836549282074
130000,2194.6377606391907
131000,2213.4434497356415
132000,2232.80517578125
133000,2250.3337404727936
134000,2268.4518954753876
135000,2286.4213848114014
136000,2305.6843020915985
137000,2324.5397679805756
138000,2343.98681306839
139000,2363.7528142929077
140000,2381.5149569511414
141000,2398.5333864688873
142000,2418.2811439037323
143000,2438.099457502365
144000,2457.757430791855
145000,2477.2944242954254
146000,2497.090800046921
147000,2516.8236804008484
148000,2536.394427061081
149000,2554.4278903007507
150000,2572.619866847992
151000,2591.085536956787
152000,2610.199675321579
153000,2629.5768501758575
154000,2649.506894826889
155000,2669.0969784259796
156000,2687.8668308258057
157000,2707.039258956909
158000,2726.5229680538177
159000,2744.878202676773
160000,2763.0731279850006
161000,2780.1370623111725
162000,2798.4671816825867
163000,2817.359575033188
164000,2836.1448225975037
165000,2855.9549062252045
166000,2875.5522377490997
167000,2893.564849615097
168000,2912.932860851288
169000,2932.6895911693573
170000,2952.6913928985596
171000,2970.378454208374
172000,2988.324011325836
173000,3008.035796880722
174000,3027.4961247444153
175000,3046.8652908802032
176000,3064.2774398326874
177000,3082.2348284721375
178000,3100.862668275833
179000,3120.7985882759094
180000,3140.416752576828
181000,3159.57470369339
182000,3178.630663871765
183000,3197.4970304965973
184000,3216.3059289455414
185000,3235.8186774253845
186000,3254.670397758484
187000,3273.9547612667084
188000,3293.5979981422424
189000,3312.9262595176697
190000,3331.5862748622894
191000,3349.6486027240753
192000,3369.1181910037994
193000,3387.971405506134
194000,3405.6478505134583
195000,3423.0061328411102
196000,3441.1174173355103
197000,3460.0352663993835
198000,3477.834324359894
199000,3497.287977218628
200000,3514.9652194976807
201000,3532.3473467826843
202000,3550.4841964244843
203000,3570.019764184952
204000,3589.9607059955597
205000,3609.1643857955933
206000,3627.4218621253967
207000,3645.9649159908295
208000,3665.3897132873535
209000,3684.7807788848877
210000,3702.46897482872
211000,3720.323093175888
212000,3739.398483276367
213000,3758.8804771900177
214000,3776.9895391464233
215000,3794.882065296173
216000,3814.515554666519
217000,3834.317055940628
218000,3852.7162623405457
219000,3870.000025033951
220000,3888.016761779785
221000,3906.5079617500305
222000,3923.790382862091
223000,3940.9506969451904
224000,3959.447586774826
225000,3978.506293296814
226000,3998.0520672798157
227000,4016.5598537921906
228000,4035.799973487854
229000,4054.1044239997864
230000,4071.713045358658
231000,4090.2453758716583
232000,4109.8044674396515
233000,4128.657318353653
234000,4146.29651427269
235000,4165.400566101074
236000,4185.30047750473
237000,4205.15315413475
238000,4223.457422733307
239000,4242.389631509781
240000,4260.946671962738
241000,4280.366591691971
242000,4297.710901260376
243000,4316.400252580643
